College,Address,Degree Type,State/Country,Accreditation,Latitude,Longitude
Somerset Community College,"808 Monticello Street Somerset, Kentucky 42501 ",Associate,Kentucky,Accredited,37.06172012,-84.61859557
Southeast Kentucky Community and Technical College,"700 College Road Cumberland, Kentucky 40823 United States",Associate,Kentucky,Accredited,36.9657423,-82.99838926
Thomas More University,"196 Barnwood Drive Edgewood, Kentucky 41017-3495 ",Baccalaureate,Kentucky,Accredited,39.0209185,-84.56769556
University of Pikeville,"147 Sycamore Street Pikeville, Kentucky 41501 United States",Baccalaureate,Kentucky,Accredited,37.478897,-82.5209472
University of the Cumberlands,"6076 College Station Drive Williamsburg, Kentucky 40769 United States",Associate,Kentucky,Accredited,36.73674315,-84.16286167
West Kentucky Community and Technical College,"4810 Alben Barkley Drive Paducah, Kentucky 42001 United States",Associate,Kentucky,Accredited,37.0528626,-88.66675225
Western Kentucky University,"2355 Nashville Road Bowling Green, Kentucky 42101-3576 United States",Associate,Kentucky,Accredited,36.984529,-86.457647
Baton Rouge Community College,"555 Julia Street Baton Rouge, Louisiana 70802 United States",Associate,Louisiana,Accredited,30.4376095,-91.18503885
Baton Rouge General Medical Center,"3616 North Boulevard Baton Rouge, Louisiana 70806 ",Diploma,Louisiana,Accredited,30.447458,-91.1761383
Bossier Parish Community College,"6220 East Texas Street Bossier City, Louisiana 71111 ",Associate,Louisiana,Accredited,32.53420805,-93.66320227
Delgado Community College,"615 City Park Avenue New Orleans, Louisiana 70119 ",Associate,Louisiana,Accredited,29.9864561,-90.10417419
Dillard University,"Professional Schools Building, Suite 102, 2601 Gentilly Boulevard New Orleans, Louisiana 70122 ",Baccalaureate,Louisiana,Accredited,29.9962374,-90.06536777
Fletcher Technical Community College,"1407 Highway 311 Schriever, Louisiana 70395 ",Associate,Louisiana,Accredited,29.69153765,-90.81106718
Franciscan Missionaries of Our Lady University,"7500 Hennessy Boulevard Baton Rouge, Louisiana 70808 United States",Baccalaureate,Louisiana,Accredited,30.4014536,-91.1099884
Franciscan Missionaries of Our Lady University,"7500 Hennessy Boulevard Baton Rouge, Louisiana 70808 ",Master's/Post-Master's Certificate,Louisiana,Accredited,30.40304785,-91.10927734
Grambling State University,"GSU Box 4272 Grambling, Louisiana 71245 ",Master's/Post-Master's Certificate,Louisiana,Accredited,32.51950275,-92.72116383
Louisiana Delta Community College,"7500 Millhaven Road Monroe, Louisiana 71203 United States",Associate,Louisiana,Accredited,32.49581655,-92.03146828
Louisiana State University at Alexandria,"8100 Highway 71 South, Room 128B Alexandria, Louisiana 71302 ",Associate,Louisiana,Accredited,31.1793152,-92.4162644
Louisiana State University at Alexandria,"8100 Highway 71 South, Room 128B Alexandria, Louisiana 71302 ",Baccalaureate,Louisiana,Accredited,31.1793152,-92.4162644
Louisiana State University at Eunice,"2048 Johnson Highway Eunice, Louisiana 70535 ",Associate,Louisiana,Accredited,30.4747042,-92.4366547
Louisiana Tech University,"P.O. Box 3152, George T. Madison Hall 139 Ruston, Louisiana 71272 ",Associate,Louisiana,Accredited,32.5263587,-92.64780155
Northwestern State University of Louisiana,"1800 Line Avenue Shreveport, Louisiana 71101-4653 ",Associate,Louisiana,Accredited,31.0998453,-93.2321186
South Louisiana Community College,"1101 Bertrand Drive Lafayette, Louisiana 70506 United States",Associate,Louisiana,Accredited,30.03420445,-91.87283738
Southern University at Shreveport,"610 Texas Street, Suite 500-D Shreveport, Louisiana 71107 ",Associate,Louisiana,Accredited,32.54462615,-93.83433333
SOWELA Technical Community College,"3820 Sen. J. Bennett Johnston Avenue Lake Charles, Louisiana 70615 ",Associate,Louisiana,Accredited,30.2169798,-93.1629852
University of Holy Cross,"4123 Woodland Drive New Orleans, Louisiana 70131 United States",Baccalaureate,Louisiana,Accredited,29.91198085,-89.99629395
Central Maine Community College,"1250 Turner Street Auburn, Maine 04210-6498 ",Associate,Maine,Accredited,44.1340817,-70.2343534
Eastern Maine Community College,"354 Hogan Road Bangor, Maine 04401-4280 United States",Associate,Maine,Accredited,44.8259002,-68.7430605
Kennebec Valley Community College,"92 Western Avenue Fairfield, Maine 04937-1367 United States",Associate,Maine,Accredited,44.59558425,-69.61001516
Maine College of Health Professions,"70 Middle Street Lewiston, Maine 04240 ",Associate,Maine,Accredited,44.10232559,-70.2188078
Northern Maine Community College,"33 Edgemont Drive Presque Isle, Maine 04769 ",Associate,Maine,Accredited,46.69500415,-68.03535836
Southern Maine Community College,"2 Fort Road South Portland, Maine 04106-1698 ",Associate,Maine,Accredited,43.64741095,-70.22901236
University of Maine at Augusta,"46 University Drive Augusta, Maine 04330 United States",Baccalaureate,Maine,Accredited,44.3368194,-69.79720807
University of New England,"11 Hills Beach Road Biddeford, Maine 04005 United States",Baccalaureate,Maine,Accredited,43.45579395,-70.38972707
Allegany College of Maryland,"12401 Willowbrook Road, SE Cumberland, Maryland 21502 ",Associate,Maryland,Accredited,39.65232335,-78.72906165
Anne Arundel Community College,"101 College Parkway Arnold, Maryland 21012-1895 ",Associate,Maryland,Accredited,39.0500226,-76.51266908
Baltimore City Community College,"2901 Liberty Heights Avenue Baltimore, Maryland 21215 United States",Associate,Maryland,Accredited,39.32146325,-76.6586841
Bowie State University,"14000 Jericho Park Road Bowie, Maryland 20715 United States",Master's/Post-Master's Certificate,Maryland,Accredited,39.0182392,-76.7597353
Bowie State University,"14000 Jericho Park Road Bowie, Maryland 20715 ",Baccalaureate,Maryland,Accredited,39.0182392,-76.7597353
Cecil College,"One Seahawk Drive North East, Maryland 21901 ",Associate,Maryland,Accredited,39.64212405,-75.95527703
Chesapeake College,"PO Box 8 Wye Mills, Maryland 21679 ",Associate,Maryland,Accredited,38.95105895,-76.08248337
College of Southern Maryland,"8730 Mitchell Road, PO Box 910 La Plata, Maryland 20646 ",Associate,Maryland,Accredited,38.5589964,-77.01065237
"Community College of Baltimore County, The","7201 Rossville Boulevard Baltimore, Maryland 21237 ",Associate,Maryland,Accredited,39.3541664,-76.48057022
Frederick Community College,"7932 Opossumtown Frederick, Maryland 21702 United States",Associate,Maryland,Accredited,39.451578,-77.41816676
Hagerstown Community College,"11400 Robinwood Drive Hagerstown, Maryland 21742 ",Associate,Maryland,Accredited,39.6329566,-77.66841966
Harford Community College,"401 Thomas Run Road Bel Air, Maryland 21015-1698 ",Associate,Maryland,Accredited,39.5604675,-76.28300448
Howard Community College,"10901 Little Patuxent Parkway, HS 225 Columbia, Maryland 21044-3197 ",Associate,Maryland,Accredited,39.21151155,-76.87746558
Montgomery College - Takoma Park/Silver Spring Campus,"7600 Takoma Avenue, Room #8C239 Takoma Park, Maryland 20912 United States",Associate,Maryland,Accredited,38.9850137,-77.0243679
Prince George's Community College,"301 Largo Road, L- 312 Largo, Maryland 20774-2199 ",Associate,Maryland,Accredited,38.8868714,-76.82638782
Anna Maria College,"50 Sunset Lane Paxton, Massachusetts 01612-1198 ",Baccalaureate,Massachusetts,Accredited,42.33036785,-71.91972779
Berkshire Community College,"1350 West Street Pittsfield, Massachusetts 01201 ",Associate,Massachusetts,Accredited,42.4570252,-73.3166072
Bristol Community College,"777 Elsbree Street Fall River, Massachusetts 02720 ",Associate,Massachusetts,Accredited,41.721071,-71.120961
Bunker Hill Community College,"250 New Rutherford Avenue Boston, Massachusetts 02129-2925 United States",Associate,Massachusetts,Accredited,42.37621755,-71.07145956
Cape Cod Community College,"2240 Iyannough Road West Barnstable, Massachusetts 02668-1599 ",Associate,Massachusetts,Accredited,41.6927589,-70.33693641
Endicott College,"376 Hale Street Beverly, Massachusetts 01915 United States",Master's/Post-Master's Certificate,Massachusetts,Accredited,42.55504,-70.85058
Greenfield Community College,"1 College Drive, East Building Greenfield, Massachusetts 01301 ",Associate,Massachusetts,Accredited,42.59827645,-72.63022983
Holyoke Community College,"404 Jarvis Avenue Holyoke, Massachusetts 01040 United States",Associate,Massachusetts,Accredited,42.20454365,-72.64625203
Laboure College,"303 Adams Street Milton, Massachusetts 02186 ",Associate,Massachusetts,Accredited,42.2606988,-71.05851874
Lawrence Memorial/Regis College Collaborative,"170 Governors Avenue Medford, Massachusetts 02155 ",Associate,Massachusetts,Accredited,42.4264077,-71.11173851
Massachusetts Bay Community College,"19 Flagg Drive Framingham, Massachusetts 01702-5928 ",Associate,Massachusetts,Accredited,42.311955,-71.26259832
Massasoit Community College,"1 Massasoit Boulevard Brockton, Massachusetts 02302-3996 United States",Associate,Massachusetts,Accredited,42.07725655,-70.98858404
Middlesex Community College,"33 Kearney Square Lowell, Massachusetts 01852 ",Associate,Massachusetts,Accredited,42.6445341,-71.30666761
Mount Wachusett Community College,"444 Green Street Gardner, Massachusetts 01440-1000 ",Associate,Massachusetts,Accredited,42.59470585,-71.9824622
North Shore Community College,"1 Ferncroft Road Danvers, Massachusetts 01923 ",Associate,Massachusetts,Accredited,42.59407,-70.966342
Northern Essex Community College,"414 Common Street Lawrence, Massachusetts 01840 ",Associate,Massachusetts,Accredited,42.70706065,-71.16455039
Quinsigamond Community College,"670 West Boylston Street Worcester, Massachusetts 01606-2092 ",Associate,Massachusetts,Accredited,42.3144209,-71.7934228
Regis College,"235 Wellesley Street, PO Box 25 Weston, Massachusetts 02493 United States",Baccalaureate,Massachusetts,Accredited,42.3506516,-71.30852443
Regis College,"235 Wellesley Street, PO Box 25 Weston, Massachusetts 02493 ",Master's/Post-Master's Certificate,Massachusetts,Accredited,42.3506516,-71.30852443
Regis College,"235 Wellesley Street, PO Box 25 Weston, Massachusetts 02493 ",Clinical Doctorate,Massachusetts,Accredited,42.3506516,-71.30852443
Signature Healthcare/Brockton Hospital Inc.,"53 Adams Street Brockton, Massachusetts 02302-3395 ",Diploma,Massachusetts,Accredited,42.0880063,-70.9953852
Springfield Technical Community College,"One Armory Square Springfield, Massachusetts 01105 ",Associate,Massachusetts,Accredited,42.10852875,-72.57997354
Alpena Community College,"665 Johnson Street Alpena, Michigan 49707 United States",Associate,Michigan,Accredited,45.0815532,-83.44463062
Andrews University,"8475 University Boulevard, Marshall Hall Room 200 Berrien Springs, Michigan 49104 United States",Baccalaureate,Michigan,Accredited,41.96966265,-86.36331554
Andrews University,"8475 University Boulevard, Marshall Hall Room 200 Berrien Springs, Michigan 49104 United States",Clinical Doctorate,Michigan,Accredited,41.96966265,-86.36331554
Bay de Noc Community College,"2001 North Lincoln Road Escanaba, Michigan 49829 United States",Associate,Michigan,Accredited,45.77174245,-87.08647432
Delta College,"1961 Delta Road University Center, Michigan 48710-0001 ",Associate,Michigan,Accredited,43.556617,-83.98436387
Glen Oaks Community College,"62249 Shimmel Road Centreville, Michigan 49032 USA",Associate,Michigan,Accredited,41.89362749,-85.50705375
Grand Rapids Community College,"143 Bostwick Avenue NE Grand Rapids, Michigan 49503-3295 United States",Associate,Michigan,Accredited,42.9665672,-85.66500098
Henry Ford College,"3601 Schaefer Highway, Building B Dearborn, Michigan 48126-3460 ",Associate,Michigan,Accredited,42.3248168,-83.23745311
Kalamazoo Valley Community College,"418 East Walnut Street Kalamazoo, Michigan 49007 United States",Associate,Michigan,Accredited,42.28608402,-85.5785423
Kellogg Community College,"450 North Avenue Battle Creek, Michigan 49017 ",Associate,Michigan,Accredited,42.3355963,-85.1783259
Lake Michigan College,"2755 East Napier Avenue Benton Harbor, Michigan 49022-1899 ",Associate,Michigan,Accredited,42.41035215,-86.24456001
Lansing Community College,"515 North Washington Square, HHS 108 Lansing, Michigan 48933 ",Associate,Michigan,Accredited,42.73795475,-84.55302339
Macomb Community College,"44575 Garfield Road Clinton Township, Michigan 48038 United States",Associate,Michigan,Accredited,42.50541065,-82.97304832
Monroe County Community College,"1555 South Raisinville Road Monroe, Michigan 48161-9746 United States",Associate,Michigan,Accredited,41.9165863,-83.46907334
Mott Community College,"1401 East Court Street Flint, Michigan 48503-2089 ",Associate,Michigan,Accredited,43.02038555,-83.67265191
Muskegon Community College,"221 South Quarterline Road Muskegon, Michigan 49442 ",Associate,Michigan,Accredited,43.2477608,-86.196485
North Central Michigan College,"1515 Howard Street Petoskey, Michigan 49770 ",Associate,Michigan,Accredited,45.3557888,-84.94544738
Northwestern Michigan College,"1701 Front Street Traverse City, Michigan 49686 ",Associate,Michigan,Accredited,44.76471195,-85.58766284
Oakland Community College,"7350 Cooley Lake Road Waterford, Michigan 48327-4187 ",Associate,Michigan,Accredited,42.45594375,-83.21365296
Schoolcraft College,"18600 Haggerty Road Livonia, Michigan 48152-2696 United States",Associate,Michigan,Accredited,42.419317,-83.42869363
Southwestern Michigan College,"58900 Cherry Grove Road Dowagiac, Michigan 49047-9726 United States",Associate,Michigan,Accredited,41.9661071,-86.0829737
St. Clair County Community College,"323 Erie Street Port Huron, Michigan 48060 ",Associate,Michigan,Accredited,42.97805809,-82.42743095
Washtenaw Community College,"4800 East Huron River Drive Ann Arbor, Michigan 48106-4800 United States",Associate,Michigan,Accredited,42.2631875,-83.66504616
Wayne County Community College District,"8200 West Outer Drive Detroit, Michigan 48219 United States",Associate,Michigan,Accredited,42.2330548,-83.44117343
Anoka-Ramsey Community College,"11200 Mississippi Boulevard NW Coon Rapids, Minnesota 55433 ",Associate,Minnesota,Accredited,45.175717,-93.345475
Century College,"3300 Century Avenue North, Office #E2294, Nursing White Bear Lake, Minnesota 55110 United States",Associate,Minnesota,Accredited,45.0412096,-92.98111789
Fond du Lac Tribal and Community College,"2101 14th Street Cloquet, Minnesota 55720 United States",Associate,Minnesota,Accredited,46.68998675,-92.45251241
Inver Hills Community College,"2500 East 80th Street Inver Grove Heights, Minnesota 55076 ",Associate,Minnesota,Accredited,44.833406,-93.054701
Lake Superior College,"2101 Trinity Road Duluth, Minnesota 55811 ",Associate,Minnesota,Accredited,46.7845476,-92.14520142
Minneapolis Community & Technical College,"1501 Hennepin Avenue South Minneapolis, Minnesota 55403 United States",Associate,Minnesota,Accredited,44.9727141,-93.2478166
Minnesota North College,"1515 East 25th Street Hibbing, Minnesota 55746 ",Associate,Minnesota,Accredited,47.4221372,-92.92066863
Minnesota State College Southeast,"1250 Homer Road Winona, Minnesota 55987-4897 ",Associate,Minnesota,Accredited,44.02438465,-91.61632023
Minnesota West Community & Technical College,"1450 Collegeway Worthington, Minnesota 56187 ",Associate,Minnesota,Accredited,44.8072043,-95.56213234
Normandale Community College,"9700 France Avenue South Bloomington, Minnesota 55431 ",Associate,Minnesota,Accredited,44.82896763,-93.32954917
North Hennepin Community College,"7411 Eighty-Fifth Avenue North Brooklyn Park, Minnesota 55445-2299 ",Associate,Minnesota,Accredited,45.10569695,-93.37420149
Northland Community and Technical College,"2022 Central Avenue NE East Grand Forks, Minnesota 56721 ",Associate,Minnesota,Accredited,47.9467128,-97.01704565
Northwest Technical College,"905 Grant Avenue SE Bemidji, Minnesota 56601 United States",Associate,Minnesota,Accredited,47.4526625,-94.85409887
Rasmussen University - Bloomington,"4400 West 78th Street Bloomington, Minnesota 55435 United States",Associate,Minnesota,Accredited,44.8594557,-93.3385599
Rasmussen University - Mankato,"1400 Madison Avenue Mankato, Minnesota 56001 ",Associate,Minnesota,Accredited,44.16698288,-93.97212654
Rasmussen University - Moorhead,"1250 29th Avenue South Moorhead, Minnesota 56560 United States",Associate,Minnesota,Accredited,46.8463907,-96.7622315
Rasmussen University - St. Cloud,"226 Park Avenue South St. Cloud, Minnesota 56301 United States",Associate,Minnesota,Accredited,45.5481373,-94.2076454
Ridgewater College,"2101 15th Avenue NW Willmar, Minnesota 56201-1097 ",Associate,Minnesota,Accredited,44.8728111,-94.37251614
Riverland Community College,"1900 8th Avenue NW Austin, Minnesota 55912-1473 ",Associate,Minnesota,Accredited,43.6764495,-92.99577304
Rochester Community & Technical College,"851 30th Avenue Southeast Rochester, Minnesota 55904-4999 ",Associate,Minnesota,Accredited,44.01662965,-92.42501487
South Central College,"1920 Lee Boulevard North Mankato, Minnesota 56003 United States",Associate,Minnesota,Accredited,44.1740629,-94.0505106
St. Catherine University,"2004 Randolph Avenue Saint Paul, Minnesota 55105 United States",Baccalaureate,Minnesota,Accredited,44.924437,-93.18228844
St. Catherine University,"2004 Randolph Avenue Saint Paul, Minnesota 55105 United States",Master's/Post-Master's Certificate,Minnesota,Accredited,44.924437,-93.18228844
St. Catherine University,"2004 Randolph Avenue Saint Paul, Minnesota 55105 United States",Clinical Doctorate,Minnesota,Accredited,44.924437,-93.18228844
Alcorn State University,"15 Campus Drive Natchez, Mississippi 39122-8399 ",Associate,Mississippi,Accredited,31.8747584,-91.13866653
Alcorn State University,"15 Campus Drive Natchez, Mississippi 39122-8399 ",Baccalaureate,Mississippi,Accredited,31.8747584,-91.13866653
Alcorn State University,"15 Campus Drive Natchez, Mississippi 39122-8399 United States",Master's/Post-Master's Certificate,Mississippi,Accredited,31.8747584,-91.13866653
Alcorn State University,"15 Campus Drive, PO Box 18399 Natchez, Mississippi 39120 ",Clinical Doctorate,Mississippi,Accredited,31.8747584,-91.13866653
Coahoma Community College,"3240 Friars Point Road Clarksdale, Mississippi 38614 United States",Associate,Mississippi,Accredited,34.25412185,-90.56990812
Copiah-Lincoln Community College,"PO Box 649 Wesson, Mississippi 39191 United States",Associate,Mississippi,Accredited,31.68876075,-90.39369869
East Central Community College,"15738 Hwy 15, PO Box 129 Decatur, Mississippi 39327 ",Associate,Mississippi,Accredited,32.4442966,-89.11192863
East Mississippi Community College,"8731 South Frontage Road Mayhew, Mississippi 39753 ",Associate,Mississippi,Accredited,33.47849285,-88.64005863
Hinds Community College,"1750 Chadwick Drive Jackson, Mississippi 39204 United States",Associate,Mississippi,Accredited,32.26205,-90.0475241
Holmes Community College,"1060 Avent Drive Grenada, Mississippi 38901 ",Associate,Mississippi,Accredited,33.7633037,-89.8186022
Itawamba Community College,"2176 South Eason Boulevard Tupelo, Mississippi 38804 ",Associate,Mississippi,Accredited,34.2356229,-88.6939602
Jones County Junior College,"900 South Court Street Ellisville, Mississippi 39437 ",Associate,Mississippi,Accredited,31.5947107,-89.2019321
Meridian Community College,"910 Highway - 19 North Meridian, Mississippi 39307 ",Associate,Mississippi,Accredited,32.368001,-88.73227419
Mississippi Delta Community College,"PO Box 668 Moorhead, Mississippi 38761 United States",Associate,Mississippi,Accredited,33.44305385,-90.50034989
Mississippi Gulf Coast Community College,"19330 Highway 67 Biloxi, Mississippi 39452 ",Associate,Mississippi,Accredited,30.9012901,-88.59947174
Mississippi University for Women,"1100 College Street - MUW Box 910 Columbus, Mississippi 39701 ",Associate,Mississippi,Accredited,33.49080445,-88.41966236
Northeast Mississippi Community College,"101 Cunningham Blvd. Booneville, Mississippi 38829 United States",Associate,Mississippi,Accredited,34.6684279,-88.56480695
Northwest Mississippi Community College,"4975 Highway 51 North Senatobia, Mississippi 38668 United States",Associate,Mississippi,Accredited,34.6235605,-89.97419658
Pearl River Community College,"101 Highway 11 N, Box 5760 Poplarville, Mississippi 39470 ",Associate,Mississippi,Accredited,30.8448513,-89.5445413
Southwest Mississippi Community College,"1156 College Drive Summit, Mississippi 39666 ",Associate,Mississippi,Accredited,31.29324595,-90.44423688
Columbia College,"1001 Rogers Street Columbia, Missouri 65216 United States",Associate,Missouri,Accredited,38.9578166,-92.3265723
Cox College,"1423 North Jefferson Avenue Springfield, Missouri 65802 ",Associate,Missouri,Accredited,37.2247507,-93.290041
Crowder College,"601 Laclede Avenue Neosho, Missouri 64850 United States",Associate,Missouri,Accredited,36.8139569,-94.3679951
Hannibal-LaGrange University,"2800 Palmyra Road Hannibal, Missouri 63401-1999 United States",Associate,Missouri,Accredited,39.7308788,-91.3912608
Lincoln University,"820 Chestnut Street Jefferson City, Missouri 65102 United States",Associate,Missouri,Accredited,38.56278625,-92.17239175
Lincoln University,"820 Chestnut Street Jefferson City, Missouri 65102 ",Baccalaureate,Missouri,Accredited,38.56278625,-92.17239175
Metropolitan Community College - Penn Valley,"3444 Broadway Kansas City, Missouri 64111 ",Associate,Missouri,Accredited,39.0538445,-94.5905976
Missouri Southern State University,"3950 Newman Road Joplin, Missouri 64801-1595 ",Baccalaureate,Missouri,Accredited,37.09536065,-94.45764032
Missouri State University - West Plains,"128 Garfield Avenue West Plains, Missouri 65775-2715 ",Associate,Missouri,Accredited,36.7299517,-91.85696836
Ozarks Technical Community College,"1001 East Chestnut Expressway Springfield, Missouri 65802 ",Associate,Missouri,Accredited,37.2172502,-93.2822007
