State,Old_County_Name,New_County_Name,FID
North Carolina,Gates (County),Gates,1500
North Carolina,Greene (County),Greene,1505
North Carolina,Hertford (County),Hertford,1515
North Carolina,Hyde (County),Hyde,1521
North Carolina,Jones (County),Jones,1536
North Carolina,Lenoir (County),Lenoir,1542
North Carolina,Martin (County),Martin,1563
North Carolina,New Hanover (County),New Hanover,1602
North Carolina,Onslow (County),Onslow,1625
North Carolina,Pamlico (County),Pamlico,1703
North Carolina,Pasquotank (County),Pasquotank,1714
North Carolina,Pender (County),Pender,1718
North Carolina,Perquimans (County),Perquimans,1724
North Carolina,Pitt (County),Pitt,1733
North Carolina,Tyrrell (County),Tyrrell,1794
North Carolina,Washington (County),Washington,1811
Virginia,Gloucester (County),Gloucester,2887
Virginia,Mathews (County),Mathews,2962
Virginia,Charlottesville,Charlottesville,2722
Virginia,Chesapeake,Chesapeake,2724
Virginia,Hampton,Hampton,2751
Virginia,Harrisonburg,Harrisonburg,2755
Virginia,Buena Vista,Buena Vista,2720
Virginia,Norfolk,Norfolk,2778
Virginia,Portsmouth,Portsmouth,2795
Virginia,Staunton,Staunton,2812
Virginia,Poquoson,Poquoson,2791
Virginia,Waynesboro,Waynesboro,2831
Maryland,Carroll (County),Carroll,1955
Maryland,Cecil (County),Cecil,1963
Virginia,Virginia Beach,Virginia Beach,2826
Maryland,Garrett (County),Garrett,1361
Maryland,Harford (County),Harford,1372
Maryland,Allegany (County),Allegany,1905
Maryland,Somerset (County),Somerset,1430
Maryland,Washington (County),Washington,1445
Maryland,Wicomico (County),Wicomico,1446
Maryland,Worcester (County),Worcester,1456
Delaware,Kent (County),Kent,532
Delaware,Sussex (County),Sussex,609
Delaware,New Castle (County),New Castle,536
Pennsylvania,Chester (County),Chester,2360
California,Los Angeles (County),Los Angeles,139
California,Riverside (County),Riverside,281
California,San Bernardino (County),San Bernardino,302
California,San Diego (County),San Diego,315
California,Ventura (County),Ventura,521
Washington,Okanogan (County),Okanogan,2947
Washington,San Juan (County),San Juan,2957
Puerto Rico,Cayey (Municipio),Cayey,3094
Puerto Rico,Ceiba (Municipio),Ceiba,3096
Puerto Rico,Coamo (Municipio),Coamo,3102
Puerto Rico,Culebra (Municipio),Culebra,3107
Puerto Rico,Vieques (Municipio),Vieques,3217
Puerto Rico,Aibonito (Municipio),Aibonito,3067
Puerto Rico,Arroyo (Municipio),Arroyo,3072
Puerto Rico,Canovanas (Municipio),Canovanas,3088
Puerto Rico,Fajardo (Municipio),Fajardo,3110
Puerto Rico,Juana Diaz (Municipio),Juana Diaz,3133
Puerto Rico,Loiza (Municipio),Loiza,3149
Puerto Rico,Toa Baja (Municipio),Toa Baja,3211
Puerto Rico,Guayama (Municipio),Guayama,3118
Puerto Rico,Santa Isabel (Municipio),Santa Isabel,3206
Puerto Rico,Luquillo (Municipio),Luquillo,3150
Puerto Rico,Maunabo (Municipio),Maunabo,3157
Puerto Rico,Naguabo (Municipio),Naguabo,3167
Puerto Rico,Patillas (Municipio),Patillas,3173
Puerto Rico,Yabucoa (Municipio),Yabucoa,3219
Puerto Rico,Rio Grande (Municipio),Rio Grande,3184
Puerto Rico,Salinas (Municipio),Salinas,3190
Virginia,Galax,Galax,2747
California,Santa Barbara (County),Santa Barbara,391
California,San Luis Obispo (County),San Luis Obispo,351
Ohio,Tuscarawas (County),Tuscarawas,2065
Maine,Waldo (County),Waldo,1865
Maine,Sagadahoc (County),Sagadahoc,1855
South Carolina,Horry (County),Horry,2774
South Carolina,Oconee (County),Oconee,2822
Oregon,Benton (County),Benton,2053
Oregon,Clackamas (County),Clackamas,2058
Oregon,Clatsop (County),Clatsop,2064
Oregon,Baker (County),Baker,2044
Oregon,Columbia (County),Columbia,2070
Oregon,Deschutes (County),Deschutes,2109
Oregon,Crook (County),Crook,2092
Oregon,Gilliam (County),Gilliam,2121
Oregon,Grant (County),Grant,2130
Oregon,Harney (County),Harney,2134
Oregon,Hood River (County),Hood River,2138
Oregon,Jefferson (County),Jefferson,2143
Oregon,Lake (County),Lake,2159
Oregon,Lincoln (County),Lincoln,2174
Oregon,Malheur (County),Malheur,2185
Oregon,Marion (County),Marion,2200
Oregon,Morrow (County),Morrow,2209
Oregon,Multnomah (County),Multnomah,2218
Oregon,Polk (County),Polk,2223
Oregon,Sherman (County),Sherman,2232
Oregon,Tillamook (County),Tillamook,2242
Oregon,Umatilla (County),Umatilla,2251
Oregon,Union (County),Union,2257
Oregon,Wallowa (County),Wallowa,2263
Oregon,Wasco (County),Wasco,2267
Oregon,Wheeler (County),Wheeler,2277
Oregon,Yamhill (County),Yamhill,2284
Illinois,Kankakee (County),Kankakee,161
Illinois,Will (County),Will,320
Illinois,La Salle (County),LaSalle,175
Illinois,Putnam (County),Putnam,253
Arkansas,Carroll (County),Carroll,74
Nebraska,Antelope (County),Antelope,1305
Nebraska,Boone (County),Boone,1310
Nebraska,Madison (County),Madison,1335
Nebraska,Nance (County),Nance,1341
Nebraska,Red Willow (County),Red Willow,1364
Nebraska,Sherman (County),Sherman,1377
Nebraska,Thurston (County),Thurston,1385
Nebraska,Fillmore (County),Fillmore,1363
Nebraska,Franklin (County),Franklin,1369
Nebraska,Hall (County),Hall,1402
Nebraska,Hamilton (County),Hamilton,1405
Nebraska,Kearney (County),Kearney,1314
Nebraska,Saunders (County),Saunders,1370
Nebraska,Otoe (County),Otoe,1348
Nebraska,Sarpy (County),Sarpy,1368
Nebraska,Seward (County),Seward,1375
Nebraska,Buffalo (County),Buffalo,1321
Nebraska,Adams (County),Adams,1303
Nebraska,Cass (County),Cass,1326
Nebraska,Clay (County),Clay,1336
Nebraska,Dodge (County),Dodge,1354
Nebraska,Lancaster (County),Lancaster,1324
Nebraska,Pawnee (County),Pawnee,1350
Nebraska,Washington (County),Washington,1387
Nebraska,Webster (County),Webster,1389
Nebraska,York (County),York,1392
Iowa,Ida (County),Ida,491
Iowa,Taylor (County),Taylor,674
Iowa,Adams (County),Adams,602
Iowa,Buena Vista (County),Buena Vista,633
Iowa,Carroll (County),Carroll,369
Iowa,Davis (County),Davis,416
Iowa,Greene (County),Greene,458
Iowa,Hamilton (County),Hamilton,469
Iowa,Hardin (County),Hardin,475
Iowa,Madison (County),Madison,550
Iowa,Mills (County),Mills,569
Iowa,Monroe (County),Monroe,580
Iowa,Montgomery (County),Montgomery,595
Iowa,Poweshiek (County),Poweshiek,640
Iowa,Warren (County),Warren,685
Iowa,Wayne (County),Wayne,691
Iowa,Washington (County),Washington,687
Iowa,Adair (County),Adair,598
Iowa,Audubon (County),Audubon,615
Iowa,Black Hawk (County),Black Hawk,623
Iowa,Appanoose (County),Appanoose,611
Iowa,Boone (County),Boone,625
Iowa,Bremer (County),Bremer,631
Iowa,Butler (County),Butler,361
Iowa,Cass (County),Cass,374
Iowa,Cerro Gordo (County),Cerro Gordo,383
Iowa,Clay (County),Clay,398
Iowa,Dallas (County),Dallas,413
Iowa,Chickasaw (County),Chickasaw,393
Iowa,Floyd (County),Floyd,447
Iowa,Franklin (County),Franklin,451
Iowa,Fremont (County),Fremont,455
Iowa,Guthrie (County),Guthrie,467
Iowa,Hancock (County),Hancock,470
Iowa,Howard (County),Howard,481
Iowa,Kossuth (County),Kossuth,523
Iowa,Jasper (County),Jasper,505
Iowa,Mitchell (County),Mitchell,572
Iowa,Page (County),Page,612
Iowa,Marshall (County),Marshall,568
Iowa,Shelby (County),Shelby,660
Iowa,Story (County),Story,668
Iowa,Pocahontas (County),Pocahontas,624
Iowa,Polk (County),Polk,629
Iowa,Winnebago (County),Winnebago,696
Iowa,Tama (County),Tama,671
Iowa,Worth (County),Worth,703
Iowa,Wright (County),Wright,705
Ohio,Knox (County),Knox,2479
Ohio,Geauga (County),Geauga,2390
Ohio,Holmes (County),Holmes,2464
Indiana,DeKalb (County),DeKalb,249
Indiana,Jennings (County),Jennings,367
Indiana,Ripley (County),Ripley,488
Indiana,Scott (County),Scott,504
Indiana,Clark (County),Clark,215
Indiana,Floyd (County),Floyd,267
Indiana,Harrison (County),Harrison,334
Indiana,Spencer (County),Spencer,509
Indiana,Warrick (County),Warrick,575
Kentucky,Butler (County),Butler,1026
Kentucky,Carroll (County),Carroll,1041
Kentucky,Christian (County),Christian,1050
Kentucky,Muhlenberg (County),Muhlenberg,1238
Kentucky,Owen (County),Owen,1255
Kentucky,Trimble (County),Trimble,1012
Kentucky,Franklin (County),Franklin,1086
Kentucky,Henry (County),Henry,1129
Missouri,Andrew (County),Andrew,1762
Missouri,Gentry (County),Gentry,1052
Missouri,Harrison (County),Harrison,1058
Missouri,Nodaway (County),Nodaway,1156
Wisconsin,Brown (County),Brown,3111
Missouri,Worth (County),Worth,1261
Wisconsin,Eau Claire (County),Eau Claire,3137
Wisconsin,Rock (County),Rock,3198
Wisconsin,Sheboygan (County),Sheboygan,3207
Wisconsin,Washington (County),Washington,3005
Wisconsin,Fond du Lac (County),Fond du Lac,3140
Wisconsin,Jefferson (County),Jefferson,3154
Wisconsin,Green Lake (County),Green Lake,3147
Wisconsin,Ozaukee (County),Ozaukee,3186
Wisconsin,Marquette (County),Marquette,3174
Michigan,Arenac (County),Arenac,1621
Michigan,Newaygo (County),Newaygo,1820
Michigan,Van Buren (County),Van Buren,1867
Michigan,Barry (County),Barry,1627
Michigan,Berrien (County),Berrien,1635
Michigan,Cass (County),Cass,1644
Michigan,Genesee (County),Genesee,1688
Michigan,Gladwin (County),Gladwin,1691
Michigan,Eaton (County),Eaton,1678
Michigan,Jackson (County),Jackson,1719
Michigan,Ingham (County),Ingham,1710
Michigan,Ionia (County),Ionia,1713
Michigan,Macomb (County),Macomb,1785
Michigan,Mecosta (County),Mecosta,1800
Michigan,Kent (County),Kent,1726
Michigan,Livingston (County),Livingston,1770
Michigan,Ottawa (County),Ottawa,1837
Michigan,Saginaw (County),Saginaw,1845
Michigan,Muskegon (County),Muskegon,1818
Michigan,St. Joseph (County),St. Joseph,1857
Michigan,Shiawassee (County),Shiawassee,1863
Michigan,Sanilac (County),Sanilac,1858
Michigan,Washtenaw (County),Washtenaw,1869
Michigan,St. Clair (County),St. Clair,1854
California,San Joaquin (County),San Joaquin,339
New Jersey,Burlington (County),Burlington,1470
New Jersey,Camden (County),Camden,1472
South Dakota,Haakon (County),Haakon,2924
South Dakota,Minnehaha (County),Minnehaha,2467
South Dakota,Yankton (County),Yankton,2569
Kansas,Rooks (County),Rooks,889
Kansas,Decatur (County),Decatur,759
Kansas,Ellis (County),Ellis,774
Kansas,Geary (County),Geary,788
Kansas,Graham (County),Graham,791
Kansas,Jewell (County),Jewell,822
Kansas,Marion (County),Marion,848
Kansas,Morris (County),Morris,858
Kansas,Ness (County),Ness,864
Kansas,Mitchell (County),Mitchell,854
Kansas,Osborne (County),Osborne,869
Kansas,Pawnee (County),Pawnee,872
Kansas,Phillips (County),Phillips,873
Kansas,Rush (County),Rush,891
Kansas,Russell (County),Russell,893
Kansas,Sheridan (County),Sheridan,904
Kansas,Smith (County),Smith,909
Kansas,Thomas (County),Thomas,917
Kansas,Trego (County),Trego,919
Kansas,Wabaunsee (County),Wabaunsee,920
Kansas,Wallace (County),Wallace,921
Kentucky,Adair (County),Adair,928
Kentucky,Allen (County),Allen,929
Kentucky,Barren (County),Barren,933
Kentucky,Clinton (County),Clinton,1059
Kentucky,Cumberland (County),Cumberland,1067
Kentucky,Metcalfe (County),Metcalfe,1228
Kentucky,Russell (County),Russell,1282
Kentucky,Warren (County),Warren,1019
Pennsylvania,Bradford (County),Bradford,2333
Pennsylvania,Sullivan (County),Sullivan,2293
Pennsylvania,Susquehanna (County),Susquehanna,2298
Pennsylvania,Delaware (County),Delaware,2414
Pennsylvania,Philadelphia (County),Philadelphia,2563
Florida,Jackson (County),Jackson,950
Florida,Madison (County),Madison,958
Florida,Santa Rosa (County),Santa Rosa,976
Florida,Walton (County),Walton,985
Nevada,Carson City,Carson City,1428
North Carolina,Macon (County),Macon,1556
North Carolina,Alleghany (County),Alleghany,1970
North Carolina,Wilkes (County),Wilkes,1817
North Carolina,Ashe (County),Ashe,1975
North Carolina,Avery (County),Avery,1977
North Carolina,Buncombe (County),Buncombe,1422
North Carolina,Haywood (County),Haywood,1512
North Carolina,Henderson (County),Henderson,1514
North Carolina,Jackson (County),Jackson,1528
North Carolina,Madison (County),Madison,1560
North Carolina,Mitchell (County),Mitchell,1568
North Carolina,Transylvania (County),Transylvania,1786
North Carolina,Yancey (County),Yancey,1823
North Carolina,Watauga (County),Watauga,1813
Louisiana,Concordia (Parish),Concordia,1098
Alabama,Chilton (County),Chilton,56
Alabama,Coffee (County),Coffee,70
Alabama,Conecuh (County),Conecuh,80
Alabama,Choctaw (County),Choctaw,58
Alabama,Crenshaw (County),Crenshaw,90
Alabama,Covington (County),Covington,88
Alabama,Elmore (County),Elmore,118
Alabama,Dallas (County),Dallas,110
Alabama,Lowndes (County),Lowndes,205
Alabama,Marengo (County),Marengo,220
Alabama,Montgomery (County),Montgomery,256
Alabama,Pike (County),Pike,279
Alabama,Perry (County),Perry,264
Alabama,Sumter (County),Sumter,303
Alabama,Wilcox (County),Wilcox,326
Mississippi,Adams (County),Adams,1534
Mississippi,Covington (County),Covington,1567
Puerto Rico,Guaynabo (Municipio),Guaynabo,3123
Puerto Rico,Mayaguez (Municipio),Mayaguez,3159
Puerto Rico,Penuelas (Municipio),Penuelas,3176
Puerto Rico,Ponce (Municipio),Ponce,3178
Puerto Rico,San Juan (Municipio),San Juan,3197
Puerto Rico,Trujillo Alto (Municipio),Trujillo Alto,3212
Puerto Rico,Aguadilla (Municipio),Aguadilla,3063
Puerto Rico,Aguada (Municipio),Aguada,3062
Puerto Rico,Arecibo (Municipio),Arecibo,3071
Puerto Rico,Barceloneta (Municipio),Barceloneta,3074
Puerto Rico,Caguas (Municipio),Caguas,3083
Puerto Rico,Camuy (Municipio),Camuy,3086
Puerto Rico,Catano (Municipio),Catano,3092
Puerto Rico,Cidra (Municipio),Cidra,3100
Puerto Rico,Carolina (Municipio),Carolina,3090
Puerto Rico,Comerio (Municipio),Comerio,3103
Puerto Rico,Dorado (Municipio),Dorado,3109
Puerto Rico,Florida (Municipio),Florida,3112
Puerto Rico,Gurabo (Municipio),Gurabo,3125
Puerto Rico,Hatillo (Municipio),Hatillo,3127
Puerto Rico,Humacao (Municipio),Humacao,3129
Puerto Rico,Isabela (Municipio),Isabela,3130
Puerto Rico,Las Piedras (Municipio),Las Piedras,3146
Puerto Rico,Manati (Municipio),Manati,3152
Puerto Rico,Quebradillas (Municipio),Quebradillas,3180
Puerto Rico,San Sebastian (Municipio),San Sebastian,3204
Puerto Rico,Toa Alta (Municipio),Toa Alta,3209
Puerto Rico,Vega Baja (Municipio),Vega Baja,3216
Puerto Rico,Villalba (Municipio),Villalba,3218
North Carolina,Graham (County),Graham,1502
North Carolina,Swain (County),Swain,1784
Georgia,Clay (County),Clay,670
Georgia,Harris (County),Harris,814
Georgia,Heard (County),Heard,817
Georgia,Dade (County),Dade,708
Georgia,Early (County),Early,735
Georgia,Clayton (County),Clayton,673
Georgia,Madison (County),Madison,875
Georgia,Towns (County),Towns,95
Georgia,Miller (County),Miller,881
Pennsylvania,Adams (County),Adams,2292
Pennsylvania,Allegheny (County),Allegheny,2302
Pennsylvania,Armstrong (County),Armstrong,2309
Pennsylvania,Cambria (County),Cambria,2341
Pennsylvania,Cameron (County),Cameron,2343
Pennsylvania,Carbon (County),Carbon,2349
Pennsylvania,Centre (County),Centre,2354
Pennsylvania,Clearfield (County),Clearfield,2372
Pennsylvania,Clinton (County),Clinton,2379
Pennsylvania,Cumberland (County),Cumberland,2397
Pennsylvania,Dauphin (County),Dauphin,2403
Pennsylvania,Columbia (County),Columbia,2385
Pennsylvania,Elk (County),Elk,2420
Pennsylvania,Fayette (County),Fayette,2431
Pennsylvania,Franklin (County),Franklin,2439
Pennsylvania,Fulton (County),Fulton,2446
Pennsylvania,Greene (County),Greene,2447
Pennsylvania,Indiana (County),Indiana,2459
Pennsylvania,Jefferson (County),Jefferson,2462
Pennsylvania,Juniata (County),Juniata,2466
Pennsylvania,Lancaster (County),Lancaster,2482
Pennsylvania,Lebanon (County),Lebanon,2492
Pennsylvania,Lehigh (County),Lehigh,2496
Pennsylvania,Luzerne (County),Luzerne,2501
Pennsylvania,Lycoming (County),Lycoming,2505
Pennsylvania,Mifflin (County),Mifflin,2517
Pennsylvania,Monroe (County),Monroe,2521
Pennsylvania,Montour (County),Montour,2533
Pennsylvania,Northampton (County),Northampton,2537
Pennsylvania,Northumberland (County),Northumberland,2544
Pennsylvania,Perry (County),Perry,2554
Pennsylvania,Pike (County),Pike,2571
Pennsylvania,Schuylkill (County),Schuylkill,2581
Pennsylvania,Snyder (County),Snyder,2583
Pennsylvania,Somerset (County),Somerset,2589
Pennsylvania,Westmoreland (County),Westmoreland,2394
Pennsylvania,Union (County),Union,2313
Pennsylvania,York (County),York,2419
Pennsylvania,Bedford (County),Bedford,2324
Pennsylvania,Beaver (County),Beaver,2321
Pennsylvania,Butler (County),Butler,2338
Pennsylvania,Erie (County),Erie,2425
Pennsylvania,Huntingdon (County),Huntingdon,2454
Ohio,Allen (County),Allen,2250
Pennsylvania,Washington (County),Washington,2346
Ohio,Ashtabula (County),Ashtabula,2259
Ohio,Champaign (County),Champaign,2291
Ohio,Clinton (County),Clinton,2310
Ohio,Clark (County),Clark,2300
Ohio,Defiance (County),Defiance,2350
Ohio,Erie (County),Erie,2357
Ohio,Fulton (County),Fulton,2378
Ohio,Fairfield (County),Fairfield,2365
Ohio,Hardin (County),Hardin,2432
Ohio,Highland (County),Highland,2457
Ohio,Lake (County),Lake,2493
Ohio,Marion (County),Marion,2541
Ohio,Morrow (County),Morrow,2006
Ohio,Pickaway (County),Pickaway,2031
Ohio,Warren (County),Warren,2076
Ohio,Williams (County),Williams,2087
Ohio,Wyandot (County),Wyandot,2093
West Virginia,Pleasants (County),Pleasants,3064
West Virginia,Wood (County),Wood,3097
Vermont,Chittenden (County),Chittenden,2599
Georgia,Appling (County),Appling,987
Georgia,Atkinson (County),Atkinson,988
Georgia,Bacon (County),Bacon,989
Georgia,Baker (County),Baker,990
Georgia,Ben Hill (County),Ben Hill,995
Georgia,Berrien (County),Berrien,996
Georgia,Bibb (County),Bibb,997
Georgia,Brantley (County),Brantley,999
Georgia,Bleckley (County),Bleckley,998
Georgia,Brooks (County),Brooks,565
Georgia,Calhoun (County),Calhoun,592
Georgia,Camden (County),Camden,603
Georgia,Candler (County),Candler,616
Georgia,Charlton (County),Charlton,635
Georgia,Clinch (County),Clinch,676
Georgia,Coffee (County),Coffee,684
Georgia,Cook (County),Cook,697
Georgia,Crawford (County),Crawford,704
Georgia,Crisp (County),Crisp,707
Georgia,Dodge (County),Dodge,720
Georgia,Dooly (County),Dooly,724
Georgia,Dougherty (County),Dougherty,728
Georgia,Echols (County),Echols,737
Georgia,Emanuel (County),Emanuel,750
Georgia,Evans (County),Evans,754
Georgia,Glynn (County),Glynn,793
Georgia,Hancock (County),Hancock,810
Georgia,Houston (County),Houston,823
Georgia,Irwin (County),Irwin,825
Georgia,Jeff Davis (County),Jeff Davis,832
Georgia,Lanier (County),Lanier,845
Georgia,Laurens (County),Laurens,847
Georgia,Johnson (County),Johnson,837
Georgia,Lowndes (County),Lowndes,863
Georgia,McIntosh (County),McIntosh,871
Georgia,Long (County),Long,860
Georgia,Montgomery (County),Montgomery,887
Georgia,Peach (County),Peach,910
Georgia,Pierce (County),Pierce,915
Georgia,Macon (County),Macon,874
Georgia,Pulaski (County),Pulaski,11
Georgia,Putnam (County),Putnam,13
Georgia,Sumter (County),Sumter,52
Georgia,Talbot (County),Talbot,57
Georgia,Schley (County),Schley,31
Georgia,Tattnall (County),Tattnall,63
Georgia,Taylor (County),Taylor,69
Georgia,Telfair (County),Telfair,75
Georgia,Thomas (County),Thomas,83
Georgia,Treutlen (County),Treutlen,102
Georgia,Twiggs (County),Twiggs,116
Georgia,Toombs (County),Toombs,91
Georgia,Ware (County),Ware,132
Georgia,Washington (County),Washington,143
Georgia,Wayne (County),Wayne,147
Georgia,Webster (County),Webster,149
Georgia,Wheeler (County),Wheeler,154
Georgia,Wilkinson (County),Wilkinson,169
Georgia,Worth (County),Worth,173
Georgia,Wilcox (County),Wilcox,163
New Jersey,Hunterdon (County),Hunterdon,1488
New Jersey,Mercer (County),Mercer,1493
New Jersey,Warren (County),Warren,1570
South Carolina,Pickens (County),Pickens,2834
Minnesota,Martin (County),Martin,1940
Minnesota,Steele (County),Steele,1985
Alaska,Northwest Arctic (Borough),Northwest Arctic,638
Indiana,Elkhart (County),Elkhart,260
Indiana,LaPorte (County),LaPorte,392
Indiana,Marshall (County),Marshall,412
Indiana,St. Joseph (County),St. Joseph,496
Indiana,Starke (County),Starke,512
Hawaii,Honolulu (County),Honolulu,234
Utah,Kane (County),Kane,2678
Utah,Washington (County),Washington,2577
California,Kern (County),Kern,84
California,Orange (County),Orange,257
Kentucky,Todd (County),Todd,1006
Kentucky,Trigg (County),Trigg,1009
Kentucky,Marshall (County),Marshall,1213
Kentucky,Fulton (County),Fulton,1088
Kentucky,Hickman (County),Hickman,1130
Kentucky,Lyon (County),Lyon,1193
Kansas,Atchison (County),Atchison,715
Kansas,Brown (County),Brown,723
Kansas,Chase (County),Chase,729
Kansas,Clark (County),Clark,738
Kansas,Harvey (County),Harvey,812
Kansas,Jackson (County),Jackson,819
Kansas,McPherson (County),McPherson,846
Kansas,Pottawatomie (County),Pottawatomie,876
Kansas,Reno (County),Reno,882
Kansas,Rice (County),Rice,886
Arizona,Mohave (County),Mohave,15
Nevada,Clark (County),Clark,1399
Alaska,North Slope (Borough),North Slope,614
Nevada,Lincoln (County),Lincoln,1410
Arizona,Graham (County),Graham,0
Arizona,Greenlee (County),Greenlee,1
New Jersey,Bergen (County),Bergen,1465
New Jersey,Essex (County),Essex,1483
New Jersey,Gloucester (County),Gloucester,1484
New Jersey,Passaic (County),Passaic,1551
Nebraska,Frontier (County),Frontier,1371
Nebraska,Merrick (County),Merrick,1337
Maine,Knox (County),Knox,1774
Idaho,Nez Perce (County),Nez Perce,589
South Dakota,Corson (County),Corson,2907
South Dakota,Faulk (County),Faulk,2921
South Dakota,Hyde (County),Hyde,2937
South Dakota,Stanley (County),Stanley,2530
South Dakota,Sully (County),Sully,2535
South Dakota,Potter (County),Potter,2506
North Dakota,Sioux (County),Sioux,2175
North Dakota,Stark (County),Stark,2182
Utah,Beaver (County),Beaver,2653
Utah,Box Elder (County),Box Elder,2658
Utah,Iron (County),Iron,2676
Utah,Sevier (County),Sevier,2702
Utah,Tooele (County),Tooele,2707
Utah,Wasatch (County),Wasatch,2567
Utah,Uintah (County),Uintah,2539
Wyoming,Campbell (County),Campbell,3020
Louisiana,De Soto (Parish),De Soto,1103
Louisiana,East Carroll (Parish),East Carroll,1111
Louisiana,Jackson (Parish),Jackson,1138
Louisiana,Franklin (Parish),Franklin,1123
Louisiana,Morehouse (Parish),Morehouse,1299
Louisiana,Madison (Parish),Madison,1297
Louisiana,Red River (Parish),Red River,1436
Louisiana,Sabine (Parish),Sabine,1441
Louisiana,Tensas (Parish),Tensas,1479
Louisiana,Winn (Parish),Winn,1529
Mississippi,Montgomery (County),Montgomery,1658
Texas,Freestone (County),Freestone,2022
Texas,Kenedy (County),Kenedy,2330
Texas,Andrews (County),Andrews,2117
Texas,Archer (County),Archer,2168
Texas,Kimble (County),Kimble,2339
Texas,Austin (County),Austin,2177
Texas,Bell (County),Bell,2198
Texas,Baylor (County),Baylor,2192
Texas,Bosque (County),Bosque,2216
Texas,Bastrop (County),Bastrop,2190
Texas,Brewster (County),Brewster,2262
Texas,Brooks (County),Brooks,2279
Texas,Brazos (County),Brazos,2253
Texas,Burleson (County),Burleson,2304
Texas,Camp (County),Camp,2373
Texas,Childress (County),Childress,2405
Texas,Castro (County),Castro,2386
Texas,Clay (County),Clay,2409
Texas,Coke (County),Coke,2418
Texas,Cochran (County),Cochran,2413
Texas,Collin (County),Collin,2429
Texas,Collingsworth (County),Collingsworth,2434
Texas,Colorado (County),Colorado,2441
Texas,Comanche (County),Comanche,2455
Texas,Concho (County),Concho,2458
Texas,Coryell (County),Coryell,2469
Texas,Cottle (County),Cottle,2473
Texas,Crane (County),Crane,2478
Texas,Crockett (County),Crockett,2483
Texas,Culberson (County),Culberson,2491
Texas,Dallam (County),Dallam,2498
Texas,Dallas (County),Dallas,2507
Texas,Denton (County),Denton,2532
Texas,Dickens (County),Dickens,2542
Texas,Donley (County),Donley,2551
Texas,Ector (County),Ector,2568
Texas,Ellis (County),Ellis,2579
Texas,El Paso (County),El Paso,2588
Texas,Erath (County),Erath,2597
Texas,Falls (County),Falls,2601
Texas,Fayette (County),Fayette,2624
Texas,Edwards (County),Edwards,2574
Texas,Fisher (County),Fisher,2628
Texas,Foard (County),Foard,2002
Texas,Glasscock (County),Glasscock,2072
Texas,Hale (County),Hale,2120
Texas,Hamilton (County),Hamilton,2128
Texas,Hansford (County),Hansford,2132
Texas,Hardeman (County),Hardeman,2137
Texas,Hartley (County),Hartley,2160
Texas,Haskell (County),Haskell,2163
Texas,Henderson (County),Henderson,2178
Texas,Hill (County),Hill,2201
Texas,Hockley (County),Hockley,2208
Texas,Hood (County),Hood,2213
Texas,Howard (County),Howard,2231
Texas,Hudspeth (County),Hudspeth,2241
Texas,Hutchinson (County),Hutchinson,2249
Texas,Irion (County),Irion,2255
Texas,Jack (County),Jack,2256
Texas,Jeff Davis (County),Jeff Davis,2275
Texas,Johnson (County),Johnson,2299
Texas,Jim Hogg (County),Jim Hogg,2288
Texas,Kaufman (County),Kaufman,2314
Texas,King (County),King,2342
Texas,Kinney (County),Kinney,2347
Texas,Kent (County),Kent,2335
Texas,Knox (County),Knox,2364
Texas,Lamb (County),Lamb,2376
Texas,Lampasas (County),Lampasas,2381
Texas,Lavaca (County),Lavaca,2392
Texas,Lee (County),Lee,2398
Texas,Limestone (County),Limestone,2408
Texas,Lipscomb (County),Lipscomb,2412
Texas,Llano (County),Llano,2421
Texas,Lubbock (County),Lubbock,2428
Texas,Loving (County),Loving,2424
Texas,McLennan (County),McLennan,2477
Texas,Martin (County),Martin,2564
Texas,Mason (County),Mason,2570
Texas,McCulloch (County),McCulloch,2452
Texas,Maverick (County),Maverick,2649
Texas,Menard (County),Menard,2655
Texas,Midland (County),Midland,2657
Texas,Milam (County),Milam,2659
Texas,Mills (County),Mills,2663
Texas,Moore (County),Moore,2683
Texas,Mitchell (County),Mitchell,2666
Texas,Navarro (County),Navarro,2706
Texas,Nolan (County),Nolan,2714
Texas,Ochiltree (County),Ochiltree,2204
Texas,Motley (County),Motley,2692
Texas,Palo Pinto (County),Palo Pinto,2220
Texas,Parker (County),Parker,2229
Texas,Pecos (County),Pecos,2239
Texas,Presidio (County),Presidio,2261
Texas,Roberts (County),Roberts,2348
Texas,Reeves (County),Reeves,2308
Texas,Reagan (County),Reagan,2280
Texas,Robertson (County),Robertson,2353
Texas,Rockwall (County),Rockwall,2355
Texas,Runnels (County),Runnels,2361
Texas,Scurry (County),Scurry,2443
Texas,Shackelford (County),Shackelford,2445
Texas,Schleicher (County),Schleicher,2437
Texas,Somervell (County),Somervell,2470
Texas,Starr (County),Starr,2474
Texas,Sherman (County),Sherman,2453
Texas,Stephens (County),Stephens,2480
Texas,Sterling (County),Sterling,2481
Texas,Swisher (County),Swisher,2495
Texas,Sutton (County),Sutton,2490
Texas,Stonewall (County),Stonewall,2486
Texas,Terrell (County),Terrell,2518
Texas,Terry (County),Terry,2522
Texas,Tom Green (County),Tom Green,2536
Texas,Throckmorton (County),Throckmorton,2525
Texas,Upton (County),Upton,2572
Texas,Val Verde (County),Val Verde,2582
Texas,Van Zandt (County),Van Zandt,2586
