County,State,Use car/truck/van to go to work,Drove alone,Carpooled,Public Transportation,Walked,Bicycle,Taxicab/motorcycle/other means,Worked from home,Worked within county of residence,Worked outside county of residence,Travel time to work less than 10 minutes,Travel time to work 10 to 14 minutes,Travel time to work 15 to 19 minutes,Travel time to work 20 to 24 minutes,Travel time to work 25 to 29 minutes,Travel time to work 30 to 34 minutes,Travel time to work 35 to 44 minutes,Travel time to work 45 to 59 minutes,Travel time to work 60+ minutes,Mean travel time to work (minutes),0 vehicles available,1 vehicles available,2 vehicles available,3+ vehicles available,FID
Texas,Washington,91.0%,79.9%,11.0%,0.4%,2.0%,0.2%,0.5%,6.0%,81.5%,17.9%,25.4%,24.2%,17.9%,11.3%,1.5%,6.3%,1.1%,5.4%,6.7%,20.0,1.5%,21.5%,42.9%,34.2%,2613
Texas,Webb,91.4%,77.2%,14.2%,1.8%,1.9%,0.1%,1.3%,3.5%,97.4%,1.7%,12.6%,18.1%,22.9%,17.4%,4.0%,14.5%,3.0%,3.3%,4.1%,21.0,3.0%,25.1%,39.2%,32.8%,2616
Texas,Wharton,95.5%,80.6%,14.9%,0.3%,0.9%,0.0%,1.1%,2.2%,71.9%,26.9%,26.5%,17.6%,13.0%,8.6%,3.2%,8.0%,3.2%,7.7%,12.1%,24.3,2.9%,23.8%,42.9%,30.4%,2618
Texas,Wheeler,86.5%,72.1%,14.4%,0.5%,7.2%,0.0%,1.6%,4.2%,80.2%,15.1%,46.7%,9.1%,7.3%,7.6%,2.4%,11.3%,4.3%,5.6%,5.7%,18.5,1.9%,21.6%,36.6%,39.9%,2623
Texas,Wichita,88.8%,78.8%,9.9%,0.5%,5.5%,0.0%,1.2%,3.9%,95.6%,3.3%,23.2%,29.2%,21.3%,12.5%,3.7%,5.8%,0.7%,1.4%,2.3%,15.8,1.6%,22.2%,46.3%,29.9%,2632
Texas,Wilbarger,95.0%,79.9%,15.0%,0.0%,1.2%,0.7%,0.8%,2.3%,90.6%,7.3%,44.8%,27.2%,12.2%,5.4%,0.1%,5.3%,1.0%,3.1%,0.9%,12.5,3.6%,20.0%,44.6%,31.8%,2634
Texas,Willacy,96.3%,87.0%,9.3%,0.0%,0.5%,0.0%,1.2%,1.9%,65.1%,34.7%,21.3%,25.0%,7.3%,19.7%,6.5%,9.8%,2.8%,4.7%,3.0%,18.5,2.3%,21.2%,48.6%,27.8%,2639
Texas,Williamson,91.6%,79.6%,12.1%,0.5%,1.0%,0.2%,1.1%,5.6%,49.2%,50.0%,10.5%,12.3%,14.4%,14.8%,7.0%,16.6%,8.1%,10.1%,6.2%,26.0,1.1%,17.5%,52.9%,28.6%,2640
Texas,Wilson,93.4%,77.5%,16.0%,0.2%,1.7%,0.0%,0.7%,4.0%,35.6%,63.6%,12.5%,7.9%,7.2%,7.9%,5.8%,15.0%,16.4%,15.9%,11.4%,32.5,1.4%,12.0%,37.6%,49.0%,2641
Texas,Winkler,94.4%,72.2%,22.2%,0.0%,0.6%,0.0%,2.8%,2.2%,75.3%,20.3%,46.3%,9.5%,9.8%,5.4%,0.6%,8.2%,1.0%,8.2%,11.0%,21.3,4.4%,20.6%,45.5%,29.5%,2642
Texas,Wise,93.2%,78.7%,14.5%,0.0%,1.0%,0.0%,1.1%,4.6%,56.0%,43.1%,16.1%,12.0%,12.3%,11.3%,5.1%,10.1%,6.7%,12.0%,14.4%,30.4,1.0%,15.4%,43.1%,40.4%,2643
Texas,Wood,84.9%,75.9%,9.0%,0.2%,2.7%,0.1%,0.9%,11.2%,59.6%,39.1%,22.6%,13.0%,11.2%,7.0%,6.4%,11.6%,4.7%,9.2%,14.3%,29.7,2.2%,16.5%,42.9%,38.3%,2644
Texas,Yoakum,89.8%,68.3%,21.5%,0.0%,3.8%,0.0%,2.1%,4.3%,82.4%,12.0%,43.7%,16.3%,12.6%,6.3%,2.1%,5.6%,2.4%,3.6%,7.5%,18.1,3.2%,23.1%,41.5%,32.3%,2645
Texas,Young,93.3%,79.9%,13.4%,0.0%,1.4%,0.1%,2.2%,2.9%,86.7%,12.1%,42.1%,21.9%,12.6%,7.5%,0.7%,6.4%,1.0%,2.9%,5.1%,15.9,1.3%,23.4%,49.9%,25.4%,2646
Texas,Zapata,92.8%,81.0%,11.8%,0.0%,1.8%,0.0%,0.5%,4.9%,87.9%,9.6%,44.3%,25.3%,5.8%,7.2%,0.4%,4.4%,0.3%,4.4%,8.0%,16.4,2.0%,34.1%,31.1%,32.8%,2650
Texas,Zavala,88.6%,70.8%,17.8%,0.0%,4.2%,0.0%,5.4%,1.8%,74.6%,24.5%,49.8%,11.2%,10.3%,5.9%,4.2%,10.3%,2.3%,0.9%,5.2%,15.5,2.3%,30.2%,41.7%,25.9%,2651
Utah,Beaver,86.9%,79.9%,7.0%,0.0%,4.3%,0.3%,1.5%,7.0%,91.4%,8.1%,61.0%,12.3%,5.1%,2.9%,0.7%,7.9%,3.1%,4.5%,2.4%,13.3,0.0%,15.7%,42.0%,42.4%,2653
Utah,Box Elder,89.9%,74.2%,15.7%,0.7%,2.2%,0.4%,1.6%,5.1%,72.7%,26.5%,28.6%,13.4%,10.8%,11.2%,4.6%,12.6%,8.3%,5.2%,5.4%,22.0,1.3%,11.1%,37.9%,49.8%,2658
Utah,Cache,84.5%,72.3%,12.2%,2.0%,5.0%,2.1%,1.1%,5.4%,91.1%,6.9%,29.5%,25.3%,17.9%,10.9%,2.6%,5.8%,1.3%,2.7%,4.1%,16.4,1.6%,14.5%,40.9%,42.9%,2661
Utah,Carbon,91.5%,76.8%,14.7%,0.3%,3.2%,0.2%,1.2%,3.5%,88.6%,10.2%,36.9%,22.9%,12.4%,6.6%,2.3%,7.0%,2.3%,4.2%,5.4%,17.3,2.9%,14.2%,29.6%,53.3%,2665
Utah,Daggett,84.8%,81.0%,3.9%,0.0%,6.0%,0.0%,0.0%,9.2%,87.2%,5.1%,67.2%,7.5%,3.6%,0.0%,3.0%,3.6%,1.6%,2.6%,10.8%,14.8,0.0%,9.2%,55.1%,35.7%,2668
Utah,Davis,90.1%,79.1%,11.0%,2.8%,1.3%,0.2%,1.2%,4.5%,53.0%,46.0%,16.3%,15.4%,16.2%,16.0%,6.5%,12.1%,5.8%,6.5%,5.2%,22.7,1.4%,11.9%,43.1%,43.6%,2671
Utah,Duchesne,90.7%,78.2%,12.5%,0.2%,3.7%,0.1%,0.3%,5.0%,83.2%,15.2%,39.1%,14.1%,11.5%,6.2%,1.5%,10.3%,3.3%,6.3%,7.7%,20.8,0.3%,17.7%,40.8%,41.3%,2672
Utah,Emery,90.9%,77.2%,13.6%,0.0%,2.8%,0.0%,0.7%,5.7%,74.2%,24.7%,35.8%,10.6%,11.2%,8.9%,4.0%,12.0%,5.2%,5.6%,6.7%,21.0,0.5%,9.6%,38.9%,51.1%,2673
Utah,Garfield,79.7%,65.7%,14.0%,0.1%,9.4%,0.4%,0.9%,9.5%,89.2%,7.8%,61.0%,13.1%,7.0%,5.8%,1.6%,4.2%,1.5%,1.6%,4.2%,14.1,0.9%,11.1%,34.0%,54.0%,2674
Utah,Grand,79.8%,70.0%,9.8%,0.4%,6.4%,7.0%,2.7%,3.7%,93.1%,5.4%,50.1%,22.3%,9.8%,2.4%,1.9%,6.3%,1.7%,3.3%,2.2%,13.4,3.7%,25.3%,34.0%,37.0%,2675
Utah,Iron,87.3%,72.2%,15.1%,0.1%,6.4%,1.0%,1.2%,3.9%,91.8%,6.1%,34.5%,29.9%,15.2%,5.8%,2.4%,2.9%,1.9%,3.5%,4.0%,15.8,1.8%,17.8%,40.9%,39.5%,2676
Utah,Juab,90.3%,70.2%,20.1%,0.2%,1.1%,1.0%,2.0%,5.3%,58.4%,39.1%,35.0%,11.7%,7.8%,3.3%,1.9%,10.1%,7.1%,9.6%,13.6%,25.7,1.7%,7.8%,35.4%,55.2%,2677
Utah,Kane,86.1%,70.5%,15.6%,0.0%,4.1%,0.3%,3.7%,5.9%,78.4%,8.6%,47.9%,12.8%,8.3%,9.8%,2.4%,8.5%,1.3%,2.1%,7.0%,18.7,2.4%,17.1%,40.6%,39.9%,2678
Utah,Millard,91.9%,74.7%,17.3%,0.1%,2.7%,0.1%,1.2%,4.0%,92.1%,6.9%,40.5%,18.0%,13.3%,10.3%,2.4%,5.3%,3.6%,2.7%,4.0%,16.0,2.7%,9.8%,38.3%,49.2%,2680
Utah,Morgan,89.8%,79.3%,10.5%,0.9%,2.6%,0.2%,0.7%,5.8%,38.7%,60.5%,21.5%,6.8%,11.9%,9.2%,7.2%,18.0%,9.4%,7.1%,9.0%,26.1,0.8%,6.6%,33.0%,59.6%,2681
Utah,Piute,83.1%,63.7%,19.4%,0.0%,4.3%,0.0%,0.4%,12.2%,62.5%,34.8%,29.8%,15.2%,10.3%,7.1%,0.0%,11.4%,6.9%,4.3%,15.0%,28.5,0.0%,7.7%,34.5%,57.8%,2685
Utah,Rich,76.5%,63.7%,12.8%,0.4%,8.4%,0.0%,2.9%,11.8%,78.0%,6.5%,43.5%,13.1%,8.0%,4.9%,2.8%,5.9%,6.7%,6.8%,8.4%,19.9,1.3%,6.9%,27.9%,63.9%,2687
Utah,Salt Lake,88.2%,76.5%,11.8%,3.4%,2.3%,0.8%,1.0%,4.3%,93.1%,6.1%,11.1%,15.1%,20.3%,20.1%,7.0%,14.4%,4.6%,4.1%,3.4%,21.8,2.1%,18.0%,41.1%,38.8%,2690
Utah,San Juan,83.2%,66.1%,17.1%,0.4%,9.0%,0.6%,0.4%,6.3%,82.6%,7.8%,45.0%,11.6%,10.5%,6.5%,2.0%,8.5%,3.0%,2.1%,10.7%,20.1,2.3%,27.6%,35.1%,35.1%,2694
Utah,Sanpete,83.9%,69.1%,14.8%,0.1%,6.8%,1.0%,1.3%,6.8%,81.1%,17.3%,47.4%,14.6%,9.9%,5.2%,3.1%,4.8%,1.8%,2.7%,10.6%,19.2,1.3%,11.8%,38.9%,48.1%,2697
Utah,Sevier,90.2%,79.3%,10.9%,0.4%,2.6%,0.7%,0.7%,5.4%,90.5%,8.7%,45.4%,15.9%,15.6%,9.1%,1.5%,4.8%,2.3%,2.2%,3.3%,15.3,0.7%,11.9%,35.1%,52.3%,2702
Utah,Summit,81.6%,72.3%,9.3%,1.2%,2.3%,1.8%,2.4%,10.7%,71.3%,25.4%,18.5%,18.1%,13.0%,10.4%,4.6%,17.1%,7.0%,5.2%,6.1%,24.5,2.3%,13.6%,45.2%,39.0%,2703
Utah,Tooele,89.4%,68.7%,20.7%,2.3%,2.8%,0.1%,1.2%,4.3%,55.3%,41.8%,20.6%,9.0%,7.7%,7.2%,4.4%,12.6%,13.9%,15.5%,9.1%,28.4,1.2%,12.3%,42.7%,43.8%,2707
Utah,Uintah,92.0%,78.7%,13.4%,0.3%,2.6%,0.8%,0.6%,3.6%,89.8%,7.5%,36.1%,23.5%,11.0%,7.0%,2.6%,5.0%,2.4%,3.5%,9.1%,19.9,0.7%,14.3%,41.6%,43.4%,2539
Utah,Utah,85.0%,72.3%,12.6%,2.1%,4.8%,1.0%,1.0%,6.2%,82.6%,16.3%,20.6%,19.1%,17.2%,13.7%,5.0%,9.5%,4.7%,5.5%,4.8%,20.7,1.8%,13.0%,41.4%,43.8%,2555
Utah,Wasatch,87.7%,75.7%,12.0%,0.3%,1.7%,0.6%,0.9%,8.8%,57.7%,41.4%,26.1%,15.1%,10.2%,13.1%,5.4%,12.0%,4.3%,9.8%,3.9%,20.5,1.8%,8.9%,41.0%,48.3%,2567
Utah,Washington,90.7%,76.9%,13.8%,0.6%,2.3%,0.3%,1.1%,5.0%,94.4%,2.5%,23.7%,22.6%,19.0%,13.6%,4.2%,9.0%,1.8%,2.5%,3.5%,18.1,1.3%,15.8%,43.3%,39.6%,2577
Utah,Wayne,81.5%,69.0%,12.5%,0.7%,9.3%,0.2%,1.4%,6.9%,92.0%,8.0%,51.3%,16.4%,19.3%,3.4%,0.6%,2.9%,0.7%,0.4%,4.9%,12.8,0.8%,7.2%,39.6%,52.4%,2580
Utah,Weber,91.9%,79.7%,12.2%,2.1%,1.4%,0.4%,1.2%,3.1%,66.3%,32.8%,14.4%,18.1%,20.2%,17.4%,5.0%,10.1%,3.0%,5.8%,5.8%,22.0,2.0%,14.9%,41.7%,41.4%,2587
Vermont,Addison,78.8%,68.1%,10.7%,0.6%,10.3%,0.7%,1.1%,8.6%,70.0%,28.5%,24.9%,13.1%,11.6%,12.4%,5.8%,9.7%,7.3%,9.7%,5.5%,22.5,1.3%,17.0%,46.4%,35.4%,2590
Vermont,Bennington,85.0%,74.4%,10.5%,0.3%,5.6%,0.5%,1.3%,7.3%,83.8%,4.3%,28.9%,21.3%,15.5%,12.6%,3.2%,6.7%,3.8%,4.4%,3.7%,17.6,1.7%,20.4%,49.0%,29.0%,2591
Vermont,Caledonia,87.2%,78.0%,9.2%,0.3%,4.7%,0.2%,0.4%,7.1%,74.0%,17.6%,24.8%,16.0%,15.5%,11.0%,4.8%,10.3%,4.0%,6.8%,6.8%,21.5,1.3%,20.8%,44.7%,33.2%,2596
Vermont,Chittenden,81.7%,71.8%,9.9%,2.3%,8.5%,1.5%,0.7%,5.2%,91.9%,6.7%,17.6%,17.5%,19.2%,17.1%,6.6%,11.0%,4.7%,3.7%,2.5%,19.6,2.6%,22.7%,46.7%,27.9%,2599
Vermont,Essex,88.2%,77.5%,10.7%,0.1%,5.4%,0.0%,0.9%,5.5%,34.4%,28.4%,19.0%,11.6%,12.5%,14.9%,5.3%,14.9%,7.9%,7.5%,6.3%,25.1,2.0%,14.9%,50.6%,32.6%,2604
Vermont,Franklin,89.1%,74.9%,14.1%,0.6%,3.3%,0.2%,1.9%,5.0%,63.4%,35.5%,18.2%,11.7%,11.1%,9.6%,5.5%,14.4%,11.4%,10.5%,7.7%,26.6,1.0%,15.5%,48.8%,34.8%,2607
Vermont,Grand Isle,88.2%,75.9%,12.3%,0.9%,2.8%,0.2%,0.5%,7.4%,34.4%,62.3%,14.2%,6.4%,6.0%,5.2%,8.5%,17.6%,18.0%,14.7%,9.5%,31.1,0.6%,11.8%,45.5%,42.1%,2609
Vermont,Lamoille,86.3%,75.4%,10.9%,0.3%,4.3%,0.3%,0.7%,8.1%,70.0%,28.1%,21.5%,12.6%,13.2%,10.7%,4.9%,9.9%,7.2%,12.1%,7.9%,24.4,2.1%,17.8%,49.2%,31.0%,2611
Vermont,Orange,86.4%,73.6%,12.8%,0.4%,4.1%,0.2%,0.9%,8.0%,42.2%,35.7%,16.3%,9.1%,10.9%,13.6%,6.4%,16.3%,8.0%,11.5%,7.8%,27.0,1.7%,15.5%,48.1%,34.7%,2612
Vermont,Orleans,87.3%,78.0%,9.3%,0.0%,2.7%,0.1%,3.3%,6.5%,83.1%,15.2%,20.1%,17.3%,16.4%,13.3%,6.4%,10.8%,3.5%,5.8%,6.4%,22.2,1.7%,20.2%,47.7%,30.4%,2614
Vermont,Rutland,87.2%,77.8%,9.4%,0.2%,5.6%,0.3%,0.6%,6.0%,84.4%,11.5%,28.7%,17.7%,12.6%,12.0%,5.6%,9.8%,4.4%,4.0%,5.2%,20.0,2.1%,19.9%,45.5%,32.5%,2615
Vermont,Washington,83.6%,73.6%,10.0%,0.8%,6.3%,0.4%,0.4%,8.5%,84.1%,14.7%,24.0%,15.3%,14.2%,14.2%,5.1%,10.6%,5.0%,7.3%,4.3%,21.3,1.7%,21.4%,50.5%,26.5%,2617
Vermont,Windham,83.2%,72.9%,10.3%,0.4%,7.3%,0.3%,0.7%,8.1%,79.7%,7.0%,23.2%,19.5%,14.9%,11.7%,6.5%,9.7%,5.4%,4.4%,4.6%,20.4,1.9%,20.2%,47.5%,30.5%,2620
Vermont,Windsor,87.6%,77.4%,10.3%,0.9%,3.5%,0.3%,1.0%,6.7%,62.2%,10.9%,20.8%,15.8%,15.3%,14.7%,6.2%,12.0%,5.9%,5.1%,4.3%,21.3,1.0%,20.9%,45.2%,32.9%,2625
Virginia,Accomack,91.2%,75.5%,15.7%,1.0%,3.6%,0.3%,1.1%,2.7%,81.5%,8.5%,21.8%,19.4%,14.1%,18.9%,5.0%,7.1%,3.9%,5.4%,4.3%,20.0,4.3%,20.5%,42.4%,32.8%,2719
Virginia,Albemarle,87.4%,76.9%,10.5%,2.5%,1.7%,0.3%,0.9%,7.1%,60.6%,38.6%,11.6%,17.2%,20.9%,18.0%,7.1%,12.9%,4.4%,3.9%,4.1%,21.8,1.8%,19.0%,42.7%,36.5%,2728
Virginia,Alleghany,94.9%,85.7%,9.1%,0.4%,2.4%,0.0%,0.8%,1.6%,66.4%,30.8%,13.0%,17.0%,16.0%,16.4%,6.0%,10.9%,5.4%,6.5%,8.9%,26.2,1.3%,12.0%,30.8%,55.9%,2733
Virginia,Amelia,91.9%,75.1%,16.8%,0.3%,0.4%,0.0%,1.0%,6.4%,35.5%,64.5%,10.5%,4.3%,8.3%,11.8%,2.0%,9.4%,8.5%,23.0%,22.1%,36.2,0.5%,14.7%,35.5%,49.4%,2741
Virginia,Amherst,91.0%,79.9%,11.1%,0.5%,3.4%,0.3%,1.3%,3.6%,39.8%,59.2%,15.2%,14.4%,18.6%,17.2%,8.6%,10.7%,5.1%,4.2%,6.0%,22.7,1.8%,15.8%,33.7%,48.7%,2746
Virginia,Appomattox,93.6%,84.6%,9.0%,0.0%,0.6%,0.0%,3.9%,1.9%,43.3%,55.9%,14.5%,13.3%,13.6%,11.0%,9.9%,14.3%,13.0%,7.5%,3.0%,25.0,3.0%,13.5%,32.4%,51.1%,2749
Virginia,Arlington,60.2%,52.8%,7.4%,27.4%,5.6%,0.9%,1.1%,4.8%,31.7%,24.9%,7.2%,9.3%,14.0%,16.2%,7.5%,21.5%,10.8%,9.1%,4.4%,26.5,7.6%,38.6%,36.3%,17.5%,2753
Virginia,Augusta,94.1%,84.5%,9.6%,0.4%,0.9%,0.0%,1.5%,3.1%,49.6%,49.8%,10.9%,15.3%,19.6%,19.1%,6.6%,13.5%,5.5%,5.2%,4.3%,22.3,0.8%,12.7%,34.1%,52.4%,2758
Virginia,Bath,94.7%,86.7%,8.0%,0.0%,3.0%,0.0%,0.5%,1.8%,62.5%,32.7%,10.5%,15.4%,9.5%,11.9%,6.7%,7.1%,7.8%,12.3%,18.7%,31.4,4.9%,6.8%,23.9%,64.5%,2763
Virginia,Bland,94.3%,80.4%,13.9%,0.3%,4.0%,0.0%,0.0%,1.3%,51.3%,33.4%,12.8%,4.6%,16.1%,14.9%,5.4%,16.7%,8.4%,14.8%,6.4%,27.9,0.5%,12.6%,36.7%,50.2%,2772
Virginia,Botetourt,92.7%,85.2%,7.5%,0.1%,0.7%,0.0%,1.0%,5.5%,34.3%,64.6%,8.1%,9.2%,12.5%,18.1%,13.4%,21.4%,6.4%,6.3%,4.6%,25.8,0.9%,10.4%,39.3%,49.5%,2776
Virginia,Brunswick,89.2%,77.7%,11.5%,0.9%,2.4%,0.0%,1.5%,6.1%,45.5%,47.9%,10.7%,11.4%,12.7%,10.7%,7.6%,16.7%,8.9%,8.7%,12.6%,31.0,3.6%,18.1%,36.4%,42.0%,2777
Virginia,Buchanan,94.4%,83.9%,10.5%,0.3%,1.2%,0.0%,0.9%,3.2%,73.4%,21.6%,11.9%,6.3%,14.4%,15.5%,5.3%,16.3%,7.4%,13.4%,9.6%,29.3,2.3%,13.4%,32.8%,51.5%,2784
Virginia,Buckingham,87.9%,80.4%,7.5%,0.0%,1.1%,0.0%,6.5%,4.5%,38.5%,60.4%,19.9%,7.5%,7.8%,7.4%,4.4%,15.3%,6.3%,16.0%,15.4%,32.2,4.8%,15.3%,31.4%,48.5%,2785
Virginia,Campbell,94.2%,84.6%,9.6%,0.0%,1.0%,0.1%,1.7%,2.9%,35.3%,63.9%,13.0%,15.1%,18.1%,19.0%,7.3%,12.8%,6.8%,4.6%,3.4%,22.3,1.2%,19.2%,36.0%,43.6%,2788
Virginia,Caroline,91.9%,78.5%,13.5%,1.6%,1.5%,0.1%,0.9%,4.0%,28.2%,67.1%,9.3%,5.0%,9.0%,9.9%,7.3%,16.0%,12.3%,13.9%,17.3%,37.0,1.2%,14.4%,32.7%,51.7%,2793
Virginia,Carroll,94.8%,82.6%,12.2%,0.3%,1.2%,0.2%,1.2%,2.3%,51.1%,31.2%,13.1%,12.2%,21.9%,11.8%,4.9%,11.9%,5.5%,10.0%,8.7%,26.4,2.2%,15.1%,37.6%,45.2%,2797
Virginia,Charles City,92.2%,75.4%,16.8%,1.0%,1.1%,0.0%,1.0%,4.7%,26.9%,72.9%,7.1%,6.5%,7.3%,12.1%,5.1%,16.9%,18.9%,19.9%,6.3%,32.4,2.6%,12.8%,29.6%,55.1%,2806
Virginia,Charlotte,90.6%,80.1%,10.5%,0.6%,0.7%,0.0%,4.9%,3.2%,45.7%,48.2%,13.9%,6.7%,13.1%,13.7%,4.1%,15.5%,11.4%,10.1%,11.4%,30.6,2.1%,9.6%,36.9%,51.4%,2810
Virginia,Chesterfield,94.2%,85.3%,8.9%,0.6%,0.7%,0.0%,0.5%,4.0%,46.3%,52.7%,8.3%,11.3%,15.8%,19.1%,10.0%,19.1%,7.7%,5.0%,3.7%,24.9,1.2%,14.2%,42.5%,42.1%,2816
Virginia,Clarke,92.3%,82.6%,9.7%,0.6%,1.6%,0.0%,0.8%,4.7%,28.8%,63.9%,11.1%,4.6%,11.5%,13.0%,7.9%,15.0%,8.3%,7.8%,20.7%,34.5,0.7%,10.3%,40.1%,48.9%,2819
Virginia,Craig,94.6%,82.5%,12.0%,0.0%,1.0%,0.5%,0.0%,3.9%,26.3%,70.6%,12.4%,2.3%,5.8%,4.8%,4.4%,18.5%,20.6%,19.5%,11.8%,38.5,0.0%,15.1%,26.9%,58.0%,2820
Virginia,Culpeper,91.7%,77.2%,14.5%,0.5%,1.8%,0.1%,1.2%,4.7%,52.2%,45.4%,14.5%,14.9%,11.9%,9.1%,3.4%,7.4%,3.6%,10.5%,24.7%,35.3,1.5%,11.7%,38.1%,48.7%,2824
Virginia,Cumberland,90.5%,74.3%,16.2%,0.0%,0.8%,0.0%,4.1%,4.6%,23.4%,76.4%,12.3%,9.6%,11.7%,7.0%,4.1%,14.6%,8.3%,10.4%,22.1%,35.7,2.6%,19.6%,36.4%,41.4%,2827
Virginia,Dickenson,95.1%,83.9%,11.2%,1.0%,1.9%,0.0%,0.5%,1.5%,52.4%,43.4%,12.3%,8.0%,10.7%,14.0%,5.7%,12.6%,6.6%,13.1%,17.0%,33.3,2.2%,15.3%,36.6%,46.0%,2832
Virginia,Dinwiddie,95.8%,87.0%,8.8%,0.3%,0.4%,0.0%,0.6%,2.9%,29.0%,70.1%,7.3%,7.8%,13.3%,17.4%,8.5%,17.1%,10.1%,12.5%,6.2%,28.4,2.3%,12.3%,30.5%,54.9%,2838
Virginia,Essex,93.4%,83.7%,9.7%,0.0%,2.0%,0.0%,1.1%,3.5%,55.1%,44.5%,15.8%,13.1%,18.1%,5.8%,3.6%,6.4%,5.8%,9.4%,22.0%,32.8,1.4%,15.0%,36.5%,47.1%,2842
Virginia,Fauquier,90.7%,78.9%,11.8%,1.2%,2.0%,0.0%,1.1%,5.1%,44.4%,50.4%,11.0%,9.0%,11.5%,8.1%,3.4%,10.6%,8.0%,12.3%,26.0%,37.9,1.1%,11.1%,32.9%,55.0%,2853
Virginia,Floyd,88.5%,72.3%,16.2%,1.2%,3.7%,0.0%,1.1%,5.6%,47.6%,50.6%,15.1%,7.9%,7.3%,5.7%,5.5%,13.4%,16.4%,13.6%,15.1%,33.8,2.2%,11.8%,39.4%,46.5%,2856
Virginia,Fluvanna,89.7%,78.9%,10.8%,0.4%,0.9%,0.1%,0.5%,8.4%,29.4%,69.7%,5.3%,5.2%,9.8%,13.5%,9.8%,30.9%,9.5%,9.4%,6.6%,30.1,0.7%,10.4%,41.5%,47.5%,2858
Virginia,Frederick,94.0%,84.3%,9.7%,0.2%,1.2%,0.0%,1.4%,3.2%,39.4%,54.9%,10.0%,13.5%,20.9%,13.8%,5.4%,7.9%,5.2%,7.1%,16.3%,30.4,1.0%,10.9%,44.5%,43.7%,2868
Virginia,Giles,96.1%,82.0%,14.2%,0.0%,0.9%,0.1%,0.3%,2.6%,47.5%,48.6%,16.4%,12.2%,9.9%,13.2%,5.4%,13.1%,10.2%,13.4%,6.1%,26.3,1.2%,12.2%,42.3%,44.3%,2873
Virginia,Gloucester,93.7%,80.5%,13.2%,0.8%,1.1%,0.0%,1.0%,3.4%,41.9%,57.3%,8.9%,10.7%,10.2%,10.7%,4.6%,15.0%,9.6%,16.2%,14.1%,32.4,1.6%,11.2%,40.3%,46.9%,2887
Virginia,Goochland,89.1%,81.0%,8.1%,0.4%,2.1%,0.0%,0.9%,7.5%,32.2%,65.9%,7.1%,6.8%,10.6%,14.4%,10.8%,17.9%,13.2%,11.8%,7.4%,29.6,1.1%,7.5%,39.9%,51.5%,2892
Virginia,Grayson,94.4%,80.1%,14.3%,0.0%,1.3%,0.0%,0.6%,3.7%,37.3%,47.6%,14.3%,10.4%,15.2%,19.0%,7.1%,15.0%,6.7%,5.9%,6.3%,24.4,0.8%,16.6%,35.3%,47.3%,2896
Virginia,Greene,93.9%,81.5%,12.4%,0.1%,0.5%,0.0%,0.4%,5.0%,27.2%,72.0%,7.2%,11.0%,14.5%,13.1%,4.1%,24.6%,9.9%,8.2%,7.4%,28.6,1.0%,15.9%,38.3%,44.8%,2899
Virginia,Greensville,91.8%,80.3%,11.5%,0.0%,1.1%,0.0%,4.0%,3.2%,31.2%,61.0%,11.5%,19.1%,19.9%,13.0%,5.1%,9.5%,4.9%,7.1%,9.8%,24.5,2.4%,12.6%,37.5%,47.5%,2902
Virginia,Halifax,93.4%,86.9%,6.5%,0.4%,0.7%,0.3%,2.6%,2.7%,77.5%,15.2%,15.5%,16.4%,16.4%,14.1%,6.9%,11.1%,4.4%,8.2%,7.1%,24.3,3.0%,17.5%,29.0%,50.5%,2904
Virginia,Hanover,91.7%,84.3%,7.4%,0.6%,0.9%,0.0%,1.3%,5.5%,39.5%,58.9%,11.3%,10.6%,13.5%,19.5%,11.0%,17.1%,7.5%,5.4%,4.1%,25.1,1.1%,9.8%,39.3%,49.8%,2909
Virginia,Henrico,93.1%,83.0%,10.1%,1.3%,1.0%,0.3%,0.6%,3.7%,53.7%,45.2%,11.3%,16.2%,21.6%,19.8%,7.5%,13.1%,3.9%,3.0%,3.7%,21.7,2.0%,21.8%,44.5%,31.7%,2915
Virginia,Henry,95.0%,81.8%,13.3%,0.6%,0.8%,0.0%,1.0%,2.6%,57.6%,32.7%,12.0%,16.4%,20.2%,18.2%,8.2%,10.6%,4.2%,4.3%,5.9%,22.6,1.7%,20.0%,35.8%,42.5%,2918
Virginia,Highland,83.0%,76.9%,6.1%,0.0%,6.1%,0.0%,0.4%,10.5%,77.5%,17.4%,37.7%,17.2%,7.2%,7.6%,1.7%,4.7%,3.3%,5.1%,15.5%,24.5,0.4%,9.1%,28.1%,62.4%,2920
Virginia,Isle of Wight,93.2%,83.6%,9.6%,0.2%,2.0%,0.0%,1.3%,3.2%,33.1%,65.8%,13.0%,10.4%,10.7%,10.5%,8.9%,15.2%,9.7%,13.2%,8.5%,28.3,1.6%,12.4%,37.1%,48.9%,2925
Virginia,James City,91.5%,81.1%,10.4%,1.3%,0.8%,0.2%,0.9%,5.4%,41.7%,56.5%,12.0%,18.1%,19.7%,13.4%,4.1%,11.3%,6.6%,6.3%,8.4%,25.3,2.4%,13.7%,47.8%,36.0%,2930
Virginia,King and Queen,92.4%,83.1%,9.3%,0.0%,1.8%,0.0%,0.0%,5.8%,26.8%,73.2%,10.6%,10.4%,16.0%,7.3%,2.4%,13.2%,4.8%,11.6%,23.7%,34.0,0.2%,14.2%,26.3%,59.3%,2936
