County,State,Use car/truck/van to go to work,Drove alone,Carpooled,Public Transportation,Walked,Bicycle,Taxicab/motorcycle/other means,Worked from home,Worked within county of residence,Worked outside county of residence,Travel time to work less than 10 minutes,Travel time to work 10 to 14 minutes,Travel time to work 15 to 19 minutes,Travel time to work 20 to 24 minutes,Travel time to work 25 to 29 minutes,Travel time to work 30 to 34 minutes,Travel time to work 35 to 44 minutes,Travel time to work 45 to 59 minutes,Travel time to work 60+ minutes,Mean travel time to work (minutes),0 vehicles available,1 vehicles available,2 vehicles available,3+ vehicles available,FID
Texas,Fannin,87.6%,78.0%,9.6%,0.0%,2.0%,0.0%,1.0%,9.4%,54.6%,44.0%,18.6%,9.6%,10.0%,8.9%,5.5%,12.4%,7.8%,9.6%,17.5%,32.1,1.5%,16.5%,35.6%,46.3%,2621
Texas,Fayette,92.6%,85.4%,7.2%,0.0%,2.2%,0.0%,0.9%,4.4%,74.6%,24.4%,27.5%,19.3%,12.6%,13.9%,3.5%,5.7%,2.0%,4.7%,10.8%,23.9,1.1%,9.1%,40.6%,49.2%,2624
Texas,Fisher,92.7%,80.7%,12.1%,0.0%,3.5%,0.0%,0.9%,2.9%,57.5%,41.6%,30.1%,17.2%,8.9%,9.7%,3.9%,14.1%,4.9%,6.1%,5.0%,21.3,1.9%,14.9%,49.5%,33.6%,2628
Texas,Floyd,91.6%,82.0%,9.6%,1.2%,3.4%,0.0%,0.7%,3.1%,59.9%,39.4%,39.1%,9.1%,11.9%,10.2%,1.0%,12.7%,4.3%,4.3%,7.3%,19.6,3.2%,20.3%,30.0%,46.4%,2630
Texas,Foard,90.9%,76.4%,14.5%,0.0%,4.0%,0.0%,0.0%,5.1%,68.1%,30.0%,41.2%,13.3%,13.3%,11.7%,2.8%,9.1%,0.8%,0.4%,7.4%,15.8,2.1%,9.6%,54.2%,34.2%,2002
Texas,Fort Bend,87.7%,78.7%,9.0%,1.3%,0.5%,0.1%,1.0%,9.4%,42.2%,56.9%,5.6%,8.1%,10.8%,10.5%,6.4%,17.3%,11.5%,17.0%,12.8%,33.3,1.1%,11.6%,46.8%,40.5%,2009
Texas,Franklin,89.0%,77.9%,11.1%,0.5%,0.5%,0.0%,0.9%,9.1%,49.7%,48.1%,22.7%,14.7%,13.0%,10.1%,5.5%,15.1%,3.2%,5.5%,10.1%,26.0,0.0%,12.5%,39.0%,48.5%,2016
Texas,Freestone,93.8%,85.8%,7.9%,0.0%,0.5%,0.0%,1.2%,4.6%,59.0%,40.8%,16.1%,22.7%,10.4%,10.7%,3.5%,11.6%,5.0%,10.2%,9.8%,26.5,0.8%,22.1%,38.7%,38.3%,2022
Texas,Frio,93.3%,82.1%,11.2%,0.0%,2.1%,0.0%,0.3%,4.3%,70.6%,29.4%,33.3%,19.6%,12.7%,14.7%,1.6%,2.8%,1.0%,6.7%,7.8%,18.9,1.0%,23.2%,31.1%,44.7%,2028
Texas,Gaines,87.4%,69.1%,18.3%,0.0%,4.0%,0.3%,4.9%,3.4%,78.7%,18.1%,41.1%,14.5%,8.5%,7.6%,3.0%,8.7%,1.6%,4.8%,10.3%,20.7,1.0%,15.8%,36.6%,46.6%,2032
Texas,Galveston,89.5%,81.7%,7.9%,0.9%,1.6%,0.6%,0.7%,6.6%,59.2%,40.1%,11.6%,12.7%,16.0%,13.3%,6.7%,13.4%,7.5%,8.9%,9.9%,27.5,1.9%,17.8%,44.8%,35.5%,2059
Texas,Garza,97.8%,85.2%,12.6%,0.0%,2.0%,0.0%,0.0%,0.2%,55.7%,44.3%,40.7%,25.1%,2.5%,2.3%,0.1%,2.1%,6.8%,11.6%,8.7%,20.1,0.1%,10.5%,46.6%,42.8%,2060
Texas,Gillespie,87.9%,72.6%,15.3%,0.2%,3.1%,0.1%,0.4%,8.3%,80.0%,19.2%,28.2%,22.2%,10.3%,12.2%,3.3%,12.4%,2.2%,2.7%,6.7%,20.7,3.4%,15.2%,38.1%,43.3%,2066
Texas,Glasscock,81.3%,71.1%,10.2%,0.0%,11.5%,0.0%,0.0%,7.2%,64.0%,36.0%,46.1%,3.7%,11.0%,3.7%,4.1%,13.7%,7.5%,3.9%,6.3%,18.1,0.0%,13.4%,41.7%,45.0%,2072
Texas,Goliad,90.8%,80.7%,10.2%,0.0%,2.2%,0.0%,0.0%,7.0%,38.3%,61.6%,14.7%,13.4%,4.3%,6.8%,3.6%,19.9%,12.8%,12.8%,11.8%,30.4,1.3%,14.4%,39.3%,45.0%,2079
Texas,Gonzales,89.6%,80.2%,9.4%,0.3%,3.1%,0.0%,2.6%,4.4%,66.3%,33.4%,28.5%,14.1%,9.6%,11.0%,2.6%,9.6%,4.9%,5.5%,14.1%,26.2,2.1%,22.4%,40.5%,35.0%,2086
Texas,Gray,94.9%,81.7%,13.3%,0.0%,1.5%,0.0%,2.2%,1.4%,84.1%,14.5%,42.7%,21.3%,11.3%,3.9%,0.8%,6.2%,2.3%,4.7%,6.7%,17.8,3.1%,17.4%,43.9%,35.6%,2088
Texas,Grayson,90.4%,79.4%,11.0%,0.3%,1.4%,0.2%,1.1%,6.6%,73.2%,23.0%,17.3%,17.6%,16.2%,12.6%,5.4%,8.5%,5.3%,7.7%,9.5%,25.2,1.8%,18.6%,39.2%,40.3%,2094
Texas,Gregg,94.3%,84.9%,9.4%,0.1%,1.2%,0.2%,0.4%,3.8%,82.1%,16.5%,19.5%,18.1%,21.3%,16.0%,4.5%,8.7%,2.9%,3.1%,5.9%,21.7,1.8%,23.4%,44.2%,30.7%,2101
Texas,Grimes,93.1%,80.0%,13.2%,0.1%,1.8%,0.0%,0.4%,4.6%,48.5%,51.0%,16.6%,9.0%,12.1%,12.2%,5.9%,11.7%,11.5%,9.4%,11.6%,29.0,0.9%,14.5%,45.7%,38.8%,2108
Texas,Guadalupe,91.6%,83.4%,8.1%,0.1%,0.7%,0.1%,1.1%,6.4%,38.5%,60.8%,8.6%,12.2%,16.3%,14.9%,6.0%,15.0%,8.4%,10.6%,8.2%,27.6,0.8%,13.2%,41.7%,44.4%,2116
Texas,Hale,95.3%,84.2%,11.1%,0.3%,1.2%,0.0%,0.3%,2.9%,75.8%,24.0%,32.8%,23.0%,13.3%,5.3%,2.2%,8.1%,2.1%,6.1%,7.2%,19.4,1.5%,21.2%,42.8%,34.4%,2120
Texas,Hall,89.1%,77.2%,12.0%,0.1%,1.7%,0.0%,1.4%,7.7%,76.1%,21.9%,55.3%,11.1%,10.4%,4.2%,1.5%,12.7%,1.1%,0.7%,3.0%,13.9,1.0%,15.7%,45.5%,37.9%,2125
Texas,Hamilton,92.5%,74.9%,17.6%,0.0%,3.1%,0.0%,0.4%,4.0%,67.0%,32.4%,52.9%,6.9%,5.3%,4.2%,3.8%,7.5%,2.8%,3.4%,13.1%,23.2,1.1%,8.7%,34.7%,55.4%,2128
Texas,Hansford,95.7%,87.1%,8.6%,0.3%,1.7%,0.2%,0.6%,1.6%,75.3%,19.9%,40.1%,7.2%,11.2%,6.8%,6.5%,11.9%,4.7%,5.7%,6.1%,19.9,0.6%,18.5%,37.2%,43.6%,2132
Texas,Hardeman,97.1%,77.2%,19.9%,0.0%,0.8%,0.0%,0.6%,1.5%,65.9%,29.4%,48.0%,7.5%,15.0%,6.6%,3.8%,15.4%,0.9%,1.5%,1.3%,14.0,3.9%,17.5%,36.7%,41.9%,2137
Texas,Hardin,95.6%,86.6%,9.0%,0.1%,0.5%,0.2%,0.6%,3.0%,37.2%,61.1%,11.4%,9.6%,13.5%,10.7%,7.6%,18.4%,10.0%,9.4%,9.4%,29.3,1.0%,14.0%,45.6%,39.4%,2142
Texas,Harris,88.1%,78.0%,10.1%,2.4%,1.4%,0.3%,1.6%,6.2%,91.2%,8.1%,7.4%,10.2%,13.9%,14.4%,6.6%,18.3%,8.6%,10.8%,9.7%,29.2,2.8%,22.9%,42.2%,32.0%,2149
Texas,Harrison,93.3%,85.1%,8.2%,0.0%,1.6%,0.0%,0.9%,4.1%,57.1%,35.0%,19.1%,15.7%,17.0%,16.3%,4.0%,13.4%,5.0%,5.5%,4.0%,21.6,1.3%,18.7%,42.1%,38.0%,2157
Texas,Hartley,94.6%,89.7%,4.9%,0.0%,2.6%,0.3%,0.4%,2.2%,50.5%,49.4%,44.9%,23.2%,13.3%,5.2%,3.1%,3.5%,1.4%,2.3%,3.1%,13.6,0.3%,20.4%,48.3%,31.0%,2160
Texas,Haskell,88.8%,76.0%,12.7%,0.5%,2.7%,0.0%,0.0%,8.1%,72.4%,27.5%,37.8%,13.4%,12.6%,12.3%,3.9%,5.7%,0.6%,5.3%,8.4%,18.9,2.6%,20.3%,36.6%,40.5%,2163
Texas,Hays,86.0%,77.5%,8.4%,0.7%,2.2%,0.4%,1.5%,9.3%,53.5%,46.0%,12.1%,11.9%,12.3%,10.9%,4.8%,12.5%,8.0%,13.3%,14.4%,31.1,1.2%,16.6%,45.1%,37.1%,2166
Texas,Hemphill,87.0%,67.8%,19.3%,0.0%,6.9%,0.0%,0.0%,6.0%,79.7%,16.3%,57.5%,10.2%,7.8%,3.5%,1.7%,1.9%,2.3%,8.1%,7.0%,16.7,2.0%,21.7%,33.7%,42.6%,2171
Texas,Henderson,91.6%,81.1%,10.5%,0.5%,1.6%,0.0%,0.6%,5.8%,58.2%,41.1%,18.0%,11.4%,11.6%,11.3%,4.6%,13.2%,3.8%,9.3%,16.9%,31.6,1.7%,17.0%,43.9%,37.4%,2178
Texas,Hidalgo,88.4%,79.4%,9.0%,0.2%,1.2%,0.1%,3.7%,6.3%,90.1%,7.7%,13.8%,16.4%,20.4%,18.8%,6.9%,13.1%,3.4%,3.0%,4.3%,22.9,2.0%,20.7%,39.2%,38.1%,2188
Texas,Hill,92.9%,81.4%,11.5%,0.0%,1.1%,0.1%,0.6%,5.2%,56.1%,43.4%,18.4%,12.8%,9.7%,11.4%,4.0%,11.3%,7.2%,11.9%,13.4%,29.5,1.4%,17.2%,36.7%,44.7%,2201
Texas,Hockley,93.4%,77.9%,15.5%,0.1%,2.0%,0.1%,1.2%,3.2%,62.1%,36.9%,35.7%,11.6%,7.9%,6.6%,6.6%,14.6%,5.1%,6.4%,5.4%,21.5,1.5%,19.9%,37.3%,41.4%,2208
Texas,Hood,92.9%,87.3%,5.6%,0.2%,0.6%,0.0%,1.0%,5.3%,58.4%,40.3%,9.1%,10.2%,11.6%,13.3%,3.8%,15.9%,6.4%,15.1%,14.6%,32.9,0.6%,15.5%,50.3%,33.6%,2213
Texas,Hopkins,94.6%,82.8%,11.8%,0.2%,1.1%,0.0%,0.6%,3.5%,73.1%,25.5%,26.8%,20.4%,13.4%,11.8%,4.1%,7.7%,3.4%,4.3%,8.2%,22.3,1.2%,14.8%,42.6%,41.5%,2221
Texas,Houston,94.6%,87.9%,6.7%,0.0%,1.1%,0.0%,0.3%,4.0%,62.7%,35.9%,14.2%,25.7%,10.6%,8.4%,5.9%,6.5%,7.4%,10.6%,10.7%,27.2,2.0%,28.0%,39.8%,30.2%,2228
Texas,Howard,94.8%,80.4%,14.3%,0.1%,1.4%,0.1%,1.6%,2.0%,84.1%,15.3%,26.9%,28.0%,15.8%,6.3%,1.9%,7.0%,2.2%,6.1%,5.8%,19.1,2.3%,26.1%,37.9%,33.7%,2231
Texas,Hudspeth,87.6%,77.7%,9.8%,0.0%,3.7%,0.0%,0.0%,8.7%,62.9%,34.1%,25.7%,21.6%,0.4%,1.3%,2.7%,8.3%,21.1%,9.2%,9.7%,29.3,0.0%,21.7%,34.6%,43.7%,2241
Texas,Hunt,91.8%,81.8%,10.0%,0.4%,1.9%,0.2%,1.0%,4.6%,57.4%,41.8%,15.3%,13.6%,11.9%,11.1%,3.6%,11.4%,5.2%,8.5%,19.3%,31.2,2.4%,17.1%,40.0%,40.5%,2246
Texas,Hutchinson,95.0%,80.2%,14.8%,0.5%,1.2%,0.2%,0.3%,2.8%,85.8%,14.0%,39.3%,20.4%,15.1%,5.7%,3.2%,4.2%,2.3%,5.2%,4.5%,16.5,2.4%,13.5%,37.6%,46.5%,2249
Texas,Irion,86.6%,82.9%,3.7%,2.1%,1.8%,0.0%,0.6%,9.0%,66.1%,33.9%,59.0%,0.5%,3.2%,4.9%,3.9%,10.2%,0.0%,12.5%,5.8%,19.4,2.7%,21.7%,35.8%,39.8%,2255
Texas,Jack,92.6%,83.3%,9.3%,0.0%,1.3%,0.0%,0.8%,5.3%,49.4%,48.6%,20.7%,15.9%,9.6%,13.7%,1.6%,9.5%,3.3%,12.2%,13.6%,31.3,1.9%,22.0%,39.8%,36.3%,2256
Texas,Jackson,94.1%,79.9%,14.2%,1.2%,1.8%,0.0%,1.2%,1.7%,54.5%,45.2%,24.8%,8.7%,10.8%,8.3%,5.1%,16.5%,8.3%,8.1%,9.3%,30.4,1.5%,16.3%,41.7%,40.4%,2264
Texas,Jasper,91.3%,81.4%,9.9%,0.1%,2.2%,0.0%,3.9%,2.5%,57.9%,39.0%,13.4%,19.6%,13.8%,7.6%,4.0%,8.7%,5.7%,7.7%,19.5%,30.4,3.2%,24.5%,42.9%,29.4%,2271
Texas,Jeff Davis,82.5%,75.4%,7.1%,0.0%,11.1%,0.0%,2.9%,3.5%,80.4%,19.6%,39.0%,4.2%,24.1%,3.5%,5.5%,2.5%,4.2%,12.0%,4.9%,21.7,0.0%,33.6%,27.2%,39.2%,2275
Texas,Jefferson,95.6%,88.5%,7.1%,0.6%,0.8%,0.0%,1.0%,2.1%,87.9%,9.2%,14.1%,17.1%,21.6%,22.2%,3.9%,11.3%,2.0%,2.7%,5.1%,20.5,2.4%,24.2%,43.2%,30.2%,2285
Texas,Jim Hogg,95.3%,82.5%,12.7%,0.0%,1.8%,0.0%,1.3%,1.6%,76.6%,23.4%,41.9%,20.4%,4.9%,1.8%,1.0%,2.6%,3.4%,5.3%,18.6%,28.3,0.2%,23.7%,33.7%,42.5%,2288
Texas,Jim Wells,91.7%,83.0%,8.7%,0.0%,2.5%,0.0%,0.8%,4.9%,68.9%,30.5%,21.3%,14.4%,20.4%,2.7%,0.8%,17.0%,2.2%,7.7%,13.6%,26.8,3.1%,21.7%,39.3%,35.9%,2294
Texas,Johnson,95.5%,87.9%,7.5%,0.1%,0.9%,0.0%,0.7%,2.8%,48.8%,50.6%,7.9%,8.3%,7.0%,14.7%,4.8%,24.3%,9.3%,15.0%,8.7%,31.5,0.9%,15.6%,51.6%,31.9%,2299
Texas,Jones,92.2%,79.9%,12.3%,0.0%,2.7%,0.0%,0.4%,4.8%,47.1%,52.2%,29.4%,7.4%,6.3%,14.9%,11.7%,12.2%,4.2%,8.7%,5.1%,23.8,1.6%,22.4%,39.0%,37.1%,2301
Texas,Karnes,93.3%,83.3%,10.0%,0.0%,0.8%,0.0%,0.3%,5.5%,78.6%,21.0%,29.6%,18.9%,15.5%,8.8%,0.9%,7.7%,2.9%,5.8%,9.9%,20.7,1.7%,16.9%,32.6%,48.7%,2307
Texas,Kaufman,92.6%,82.8%,9.8%,0.1%,0.7%,0.1%,1.1%,5.4%,40.2%,59.3%,8.8%,10.8%,9.0%,7.8%,4.4%,14.5%,8.4%,15.2%,21.1%,36.3,1.8%,12.3%,38.6%,47.3%,2314
Texas,Kendall,80.8%,72.3%,8.5%,0.1%,2.1%,0.2%,2.7%,14.1%,56.9%,41.5%,16.2%,14.7%,8.1%,7.9%,3.0%,13.5%,13.1%,11.5%,12.0%,30.7,0.7%,12.9%,41.7%,44.7%,2319
Texas,Kenedy,100.0%,99.3%,0.7%,0.0%,0.0%,0.0%,0.0%,0.0%,64.7%,35.3%,34.7%,10.0%,24.0%,12.7%,0.0%,9.3%,0.0%,9.3%,0.0%,16.8,0.0%,43.6%,47.0%,9.4%,2330
Texas,Kent,80.4%,80.4%,0.0%,0.0%,7.0%,0.0%,5.2%,7.4%,73.9%,26.1%,62.0%,8.0%,1.4%,0.0%,8.5%,9.4%,0.5%,2.3%,8.0%,14.8,0.0%,10.5%,40.2%,49.3%,2335
Texas,Kerr,88.5%,74.9%,13.6%,0.0%,2.2%,0.8%,0.9%,7.6%,86.1%,13.5%,25.8%,21.5%,15.4%,10.8%,4.7%,8.7%,2.7%,4.2%,6.2%,19.9,0.9%,19.2%,45.9%,34.0%,2337
Texas,Kimble,92.3%,76.4%,15.9%,1.1%,2.7%,0.0%,0.0%,3.9%,87.6%,12.4%,42.0%,13.1%,12.8%,8.3%,0.2%,10.7%,1.7%,2.2%,9.1%,23.9,0.9%,21.5%,30.3%,47.3%,2339
Texas,King,85.6%,75.3%,10.3%,5.2%,0.0%,0.0%,2.1%,7.2%,86.6%,13.4%,65.6%,0.0%,3.3%,12.2%,2.2%,5.6%,5.6%,0.0%,5.6%,13.3,0.0%,16.5%,67.0%,16.5%,2342
Texas,Kinney,81.8%,78.3%,3.6%,0.2%,2.5%,0.0%,0.0%,15.5%,90.1%,9.9%,59.4%,34.4%,0.0%,2.2%,0.0%,0.0%,1.1%,2.7%,0.2%,8.4,2.4%,14.3%,32.3%,50.9%,2347
Texas,Kleberg,90.9%,79.8%,11.1%,0.0%,5.1%,0.4%,2.5%,1.1%,72.8%,26.9%,30.0%,23.5%,14.9%,6.5%,1.5%,5.2%,4.7%,7.5%,6.2%,20.2,1.4%,28.8%,39.4%,30.4%,2358
Texas,Knox,95.0%,84.6%,10.4%,0.0%,0.7%,0.0%,0.1%,4.2%,72.0%,27.1%,47.2%,12.8%,14.1%,6.6%,2.4%,3.4%,0.1%,5.1%,8.2%,17.0,0.6%,21.8%,45.9%,31.7%,2364
Texas,Lamar,90.1%,80.3%,9.7%,0.2%,3.7%,0.1%,1.7%,4.3%,89.7%,7.6%,21.8%,24.1%,20.1%,11.5%,3.9%,7.9%,1.2%,3.0%,6.3%,20.1,3.2%,21.0%,41.3%,34.5%,2371
Texas,Lamb,90.5%,79.4%,11.1%,0.1%,1.0%,0.0%,5.0%,3.4%,69.8%,29.8%,41.9%,15.2%,10.1%,6.2%,2.9%,7.3%,5.8%,6.2%,4.2%,17.6,4.1%,16.2%,37.1%,42.6%,2376
Texas,Lampasas,92.9%,80.3%,12.6%,0.0%,2.3%,0.0%,0.8%,4.0%,53.6%,45.4%,21.0%,15.6%,11.7%,7.7%,7.5%,10.6%,4.8%,9.4%,11.7%,28.4,3.7%,14.3%,42.8%,39.2%,2381
Texas,La Salle,91.1%,85.9%,5.2%,0.0%,1.7%,0.0%,2.0%,5.2%,82.5%,16.4%,41.0%,26.3%,7.7%,1.3%,0.0%,9.1%,1.4%,2.7%,10.5%,22.9,1.2%,12.0%,47.7%,39.1%,2388
Texas,Lavaca,92.9%,80.5%,12.4%,0.0%,1.3%,0.0%,0.6%,5.2%,57.2%,42.6%,27.7%,13.0%,8.7%,11.9%,4.7%,8.2%,4.8%,8.1%,12.9%,28.9,2.0%,16.3%,42.9%,38.8%,2392
Texas,Lee,84.9%,78.0%,6.9%,0.4%,3.5%,0.0%,3.7%,7.5%,63.7%,36.3%,25.1%,12.7%,11.2%,7.6%,1.2%,10.0%,6.1%,6.8%,19.3%,29.5,0.6%,15.0%,35.2%,49.2%,2398
Texas,Leon,92.3%,81.0%,11.3%,0.0%,1.7%,0.3%,2.0%,3.7%,63.0%,35.4%,18.7%,16.0%,8.8%,8.1%,3.1%,12.7%,9.5%,10.1%,13.0%,29.3,2.0%,14.0%,39.6%,44.4%,2402
Texas,Liberty,91.7%,81.8%,9.9%,0.4%,0.8%,0.4%,1.0%,5.7%,44.6%,54.3%,12.0%,9.6%,8.5%,5.7%,2.0%,14.5%,6.7%,14.5%,26.6%,39.3,1.5%,17.8%,43.0%,37.7%,2404
Texas,Limestone,93.2%,83.5%,9.6%,0.3%,1.8%,0.0%,0.7%,4.1%,70.7%,28.6%,22.2%,15.4%,18.7%,10.3%,3.7%,11.2%,5.0%,7.0%,6.5%,22.3,1.3%,21.7%,37.7%,39.2%,2408
Texas,Lipscomb,95.4%,85.0%,10.4%,0.0%,1.8%,0.1%,0.4%,2.3%,58.6%,33.9%,40.2%,9.1%,10.0%,14.6%,2.4%,8.9%,1.0%,3.4%,10.3%,22.7,1.7%,10.3%,39.8%,48.2%,2412
Texas,Live Oak,88.6%,78.5%,10.1%,0.0%,1.1%,0.2%,3.6%,6.6%,64.9%,35.0%,28.7%,11.9%,13.0%,3.5%,3.3%,11.7%,5.1%,7.7%,15.0%,26.4,1.6%,19.1%,41.0%,38.3%,2416
Texas,Llano,88.9%,74.7%,14.2%,0.0%,1.9%,0.0%,1.5%,7.7%,50.5%,48.5%,20.4%,10.3%,6.7%,17.3%,4.9%,14.7%,2.7%,8.3%,14.7%,30.0,1.9%,15.9%,37.7%,44.6%,2421
Texas,Loving,84.5%,84.5%,0.0%,0.0%,0.0%,0.0%,0.0%,15.5%,95.8%,4.2%,73.3%,21.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5.0%,N,0.0%,80.3%,19.7%,0.0%,2424
Texas,Lubbock,91.9%,79.9%,12.0%,0.7%,1.9%,0.3%,0.9%,4.3%,95.1%,4.5%,19.9%,26.3%,27.7%,12.4%,2.6%,5.0%,1.3%,1.8%,3.0%,16.8,2.9%,22.7%,44.1%,30.3%,2428
Texas,Lynn,93.2%,80.9%,12.2%,0.0%,2.5%,0.0%,0.0%,4.3%,46.5%,53.3%,36.7%,6.0%,7.5%,9.3%,9.4%,14.1%,5.6%,8.6%,2.9%,21.1,1.2%,13.4%,48.2%,37.3%,2438
Texas,McCulloch,91.6%,85.5%,6.1%,0.1%,1.5%,0.1%,1.7%,5.1%,85.8%,12.9%,49.6%,14.2%,6.7%,11.4%,1.0%,5.5%,2.8%,3.3%,5.4%,17.2,2.8%,24.2%,36.5%,36.4%,2452
Texas,McLennan,92.1%,82.4%,9.7%,0.6%,1.9%,0.2%,0.9%,4.4%,93.0%,6.5%,16.1%,17.7%,25.4%,15.6%,6.9%,9.7%,2.7%,2.2%,3.7%,19.8,1.9%,19.7%,42.9%,35.4%,2477
Texas,McMullen,75.1%,68.5%,6.6%,0.0%,5.9%,0.0%,2.1%,17.0%,65.1%,34.9%,36.7%,5.8%,10.8%,5.0%,2.1%,17.9%,2.1%,2.5%,17.1%,35.0,0.0%,16.6%,37.7%,45.7%,2494
Texas,Madison,92.7%,75.1%,17.7%,0.0%,1.0%,0.0%,1.7%,4.6%,59.1%,40.5%,25.8%,13.0%,13.9%,8.3%,2.8%,8.3%,7.7%,11.8%,8.6%,26.8,0.4%,18.8%,33.8%,47.0%,2526
Texas,Marion,91.8%,80.1%,11.7%,0.6%,0.9%,0.0%,1.2%,5.5%,42.2%,51.2%,12.1%,7.1%,10.8%,11.6%,9.6%,11.5%,7.3%,19.3%,10.6%,30.9,2.5%,29.3%,37.2%,31.0%,2547
Texas,Martin,92.0%,89.1%,3.0%,0.0%,4.6%,0.0%,0.3%,3.1%,61.1%,38.9%,38.6%,14.6%,3.8%,13.0%,7.3%,15.9%,2.2%,4.0%,0.6%,15.9,0.0%,16.0%,42.4%,41.5%,2564
Texas,Mason,86.0%,74.3%,11.7%,0.0%,3.7%,0.0%,2.6%,7.7%,73.5%,26.5%,42.0%,7.5%,8.5%,4.1%,1.2%,9.6%,8.9%,11.7%,6.4%,24.4,1.2%,18.2%,45.7%,34.9%,2570
Texas,Matagorda,93.8%,85.3%,8.6%,0.2%,0.7%,0.6%,1.1%,3.6%,73.0%,26.4%,26.2%,16.0%,11.7%,11.4%,5.6%,8.5%,6.3%,7.2%,7.2%,23.1,1.1%,20.4%,43.4%,35.1%,2637
Texas,Maverick,93.8%,82.4%,11.5%,0.3%,1.1%,0.4%,1.3%,3.1%,82.5%,15.0%,21.3%,19.4%,26.0%,10.2%,1.2%,6.3%,1.5%,3.6%,10.4%,22.5,1.6%,14.6%,40.5%,43.3%,2649
Texas,Medina,91.3%,77.6%,13.7%,0.0%,1.9%,0.0%,1.2%,5.6%,48.0%,51.4%,19.7%,8.3%,9.8%,8.8%,4.1%,12.9%,8.8%,14.1%,13.4%,31.1,1.5%,11.0%,32.0%,55.6%,2652
Texas,Menard,87.7%,69.8%,17.9%,0.0%,3.4%,0.0%,0.0%,8.9%,68.2%,31.8%,47.3%,4.6%,3.7%,13.9%,0.0%,4.8%,7.0%,2.9%,15.9%,26.9,6.6%,20.6%,44.0%,28.9%,2655
Texas,Midland,93.2%,82.9%,10.3%,0.2%,1.2%,0.1%,0.9%,4.4%,86.7%,12.9%,16.1%,22.5%,22.7%,16.5%,3.2%,10.2%,2.4%,2.6%,3.9%,19.5,1.3%,19.7%,39.2%,39.8%,2657
Texas,Milam,91.9%,82.0%,9.9%,0.4%,1.5%,0.0%,0.9%,5.3%,53.9%,44.4%,22.6%,12.9%,6.9%,11.0%,2.3%,9.9%,7.7%,13.4%,13.3%,29.4,1.1%,17.6%,39.8%,41.5%,2659
Texas,Mills,88.5%,72.7%,15.8%,0.0%,5.7%,0.0%,0.0%,5.8%,82.5%,17.5%,39.8%,19.0%,9.9%,7.6%,0.8%,8.6%,6.5%,3.0%,4.7%,17.4,0.1%,18.1%,33.4%,48.3%,2663
Texas,Mitchell,97.4%,76.0%,21.4%,0.4%,0.4%,0.0%,0.0%,1.8%,72.1%,27.4%,30.3%,27.0%,6.5%,7.3%,1.2%,11.1%,3.5%,6.5%,6.5%,22.1,1.0%,22.2%,28.8%,48.0%,2666
Texas,Montague,92.0%,81.2%,10.8%,0.8%,1.2%,0.0%,0.6%,5.4%,60.0%,37.4%,26.8%,11.2%,9.6%,8.0%,3.8%,10.6%,5.6%,12.2%,12.1%,26.8,1.9%,13.7%,48.1%,36.2%,2669
Texas,Montgomery,88.6%,80.1%,8.5%,1.0%,0.8%,0.2%,1.0%,8.4%,60.4%,38.6%,7.5%,10.5%,12.7%,12.5%,5.7%,15.4%,8.2%,12.0%,15.6%,32.2,1.8%,14.9%,45.7%,37.5%,2682
Texas,Moore,94.8%,80.7%,14.1%,0.0%,3.5%,0.2%,1.2%,0.5%,86.4%,12.5%,31.9%,14.6%,21.9%,10.5%,2.6%,7.0%,3.1%,3.2%,5.2%,18.2,5.5%,16.8%,40.1%,37.7%,2683
Texas,Morris,91.9%,82.9%,9.0%,0.0%,1.3%,0.0%,3.1%,3.7%,44.8%,53.2%,15.6%,10.2%,13.9%,16.4%,10.3%,15.3%,4.0%,8.4%,6.0%,24.1,1.4%,21.1%,40.9%,36.6%,2688
Texas,Motley,88.5%,70.9%,17.6%,1.2%,2.3%,0.0%,0.0%,8.0%,73.9%,23.8%,54.4%,8.0%,5.1%,2.7%,0.0%,15.6%,4.7%,0.9%,8.7%,16.6,0.5%,13.0%,38.9%,47.6%,2692
Texas,Nacogdoches,89.1%,77.1%,12.0%,0.2%,4.5%,0.3%,1.0%,4.9%,82.8%,16.6%,23.5%,20.7%,19.8%,9.8%,5.1%,7.5%,3.7%,4.1%,5.7%,20.9,3.1%,20.7%,44.5%,31.7%,2701
Texas,Navarro,93.6%,84.0%,9.6%,0.3%,1.3%,0.1%,0.6%,4.0%,69.3%,30.2%,20.4%,15.0%,14.6%,11.7%,4.5%,9.3%,4.2%,6.4%,13.9%,28.7,1.5%,17.2%,40.2%,41.1%,2706
Texas,Newton,95.8%,89.9%,5.9%,0.3%,0.5%,0.0%,0.9%,2.5%,27.1%,63.8%,10.5%,9.0%,8.9%,8.5%,3.4%,14.3%,10.6%,11.4%,23.4%,38.9,0.7%,16.8%,41.7%,40.8%,2711
Texas,Nolan,92.6%,76.6%,15.9%,0.0%,1.8%,0.0%,2.7%,2.9%,83.3%,16.1%,37.6%,25.3%,12.9%,4.1%,1.4%,6.8%,3.8%,3.4%,4.7%,17.9,5.7%,22.5%,36.1%,35.7%,2714
