State,County,# of Ranked Counties,Mortality Rank,Morbidity Rank,Health Behaviors Rank,Clinical Care Rank,Social & Economic Factors Rank,Physical Environment Rank,FID
Texas,Bowie,221,156,215,209,14,170,22,2224
Texas,Brazoria,221,67,39,160,27,46,213,2240
Texas,Brazos,221,14,17,61,56,54,114,2253
Texas,Brewster,221,4,205,21,113,52,199,2262
Texas,Briscoe,221,NR,NR,NR,NR,NR,NR,2269
Texas,Brooks,221,72,171,139,91,214,20,2279
Texas,Brown,221,195,102,64,99,138,50,2296
Texas,Burleson,221,71,26,70,130,109,79,2304
Texas,Burnet,221,79,30,72,51,28,14,2312
Texas,Caldwell,221,31,46,162,120,161,140,2320
Texas,Calhoun,221,147,8,14,145,119,58,2327
Texas,Callahan,221,135,79,95,88,33,35,2331
Texas,Cameron,221,13,98,10,172,217,17,2359
Texas,Camp,221,205,43,183,191,175,206,2373
Texas,Carson,221,51,116,47,26,14,71,2377
Texas,Cass,221,150,172,177,109,171,155,2382
Texas,Castro,221,104,152,120,211,114,185,2386
Texas,Chambers,221,122,166,31,196,79,85,2395
Texas,Cherokee,221,167,211,195,108,192,90,2400
Texas,Childress,221,17,201,76,18,168,126,2405
Texas,Clay,221,94,100,116,140,12,37,2409
Texas,Cochran,221,126,154,152,197,149,134,2413
Texas,Coke,221,NR,NR,NR,NR,NR,NR,2418
Texas,Coleman,221,87,83,52,133,99,160,2423
Texas,Collin,221,1,25,1,3,1,192,2429
Texas,Collingsworth,221,108,129,136,216,76,61,2434
Texas,Colorado,221,145,167,149,83,86,203,2441
Texas,Comal,221,15,5,8,12,15,146,2449
Texas,Comanche,221,65,67,90,202,70,115,2455
Texas,Concho,221,NR,NR,NR,NR,NR,NR,2458
Texas,Cooke,221,143,74,121,158,61,188,2463
Texas,Coryell,221,53,85,60,128,128,119,2469
Texas,Cottle,221,NR,NR,NR,NR,NR,NR,2473
Texas,Crane,221,108,45,130,219,107,1,2478
Texas,Crockett,221,108,15,135,65,55,1,2483
Texas,Crosby,221,170,194,163,217,160,1,2487
Texas,Culberson,221,108,143,103,218,90,134,2491
Texas,Dallam,221,154,146,134,210,59,182,2498
Texas,Dallas,221,66,93,104,49,191,217,2507
Texas,Dawson,221,85,213,151,112,195,33,2512
Texas,Deaf Smith,221,132,158,141,86,158,48,2515
Texas,Delta,221,108,48,107,89,98,60,2524
Texas,Denton,221,3,11,50,30,6,209,2532
Texas,DeWitt,221,47,4,157,137,135,158,2538
Texas,Dickens,221,NR,NR,NR,NR,NR,NR,2542
Texas,Dimmit,221,34,101,154,174,216,61,2548
Texas,Donley,221,108,210,22,64,27,39,2551
Texas,Duval,221,171,202,92,81,203,30,2556
Texas,Eastland,221,184,72,24,161,113,49,2562
Texas,Ector,221,155,198,200,54,156,93,2568
Texas,Edwards,221,NR,NR,NR,NR,NR,NR,2574
Texas,Ellis,221,44,31,212,50,47,76,2579
Texas,El Paso,221,24,151,11,100,209,208,2588
Texas,Erath,221,64,1,85,95,29,69,2597
Texas,Falls,221,210,175,192,185,207,110,2601
Texas,Fannin,221,165,134,25,126,118,102,2621
Texas,Fayette,221,149,133,38,167,22,177,2624
Texas,Fisher,221,108,191,58,204,45,61,2628
Texas,Floyd,221,95,216,99,36,152,30,2630
Texas,Foard,221,NR,NR,NR,NR,NR,NR,2002
Texas,Fort Bend,221,5,55,5,21,9,216,2009
Texas,Franklin,221,19,68,46,165,39,95,2016
Texas,Freestone,221,168,49,164,168,51,78,2022
Texas,Frio,221,123,84,98,184,204,82,2028
Texas,Gaines,221,175,141,150,212,62,10,2032
Texas,Galveston,221,137,95,185,8,121,187,2059
Texas,Garza,221,161,154,161,105,102,178,2060
Texas,Gillespie,221,9,2,3,24,3,152,2066
Texas,Glasscock,221,NR,NR,NR,NR,NR,NR,2072
Texas,Goliad,221,50,40,45,136,48,133,2079
Texas,Gonzales,221,201,34,186,159,174,165,2086
Texas,Gray,221,192,185,153,45,111,113,2088
Texas,Grayson,221,140,81,67,59,80,84,2094
Texas,Gregg,221,197,124,211,25,154,198,2101
Texas,Grimes,221,152,108,148,107,136,171,2108
Texas,Guadalupe,221,20,66,173,68,38,131,2116
Texas,Hale,221,37,156,166,93,115,16,2120
Texas,Hall,221,108,130,108,213,178,180,2125
Texas,Hamilton,221,151,27,40,163,31,172,2128
Texas,Hansford,221,42,20,105,189,21,10,2132
Texas,Hardeman,221,108,139,66,187,68,1,2137
Texas,Hardin,221,172,61,124,62,82,117,2142
Texas,Harris,221,49,89,27,72,172,221,2149
Texas,Harrison,221,183,197,214,60,148,159,2157
Texas,Hartley,221,108,110,110,41,13,28,2160
Texas,Haskell,221,105,19,84,132,75,204,2163
Texas,Hays,221,6,35,16,35,8,99,2166
Texas,Hemphill,221,NR,NR,NR,NR,NR,NR,2171
Texas,Henderson,221,169,165,172,67,157,139,2178
Texas,Hidalgo,221,11,99,111,162,215,24,2188
Texas,Hill,221,191,21,142,138,89,148,2201
Texas,Hockley,221,59,181,48,141,78,83,2208
Texas,Hood,221,125,42,94,34,24,163,2213
Texas,Hopkins,221,139,82,207,85,41,168,2221
Texas,Houston,221,174,179,194,134,197,55,2228
Texas,Howard,221,176,178,175,43,187,124,2231
Texas,Hudspeth,221,108,157,29,206,177,134,2241
Texas,Hunt,221,189,60,179,75,141,157,2246
Texas,Hutchinson,221,163,144,115,23,77,68,2249
Texas,Irion,221,NR,NR,NR,NR,NR,NR,2255
Texas,Jack,221,144,115,122,190,25,143,2256
Texas,Jackson,221,96,94,127,147,57,191,2264
Texas,Jasper,221,178,149,182,38,196,53,2271
Texas,Jeff Davis,221,NR,NR,NR,NR,NR,NR,2275
Texas,Jefferson,221,179,190,206,40,208,220,2285
Texas,Jim Hogg,221,129,184,93,94,123,20,2288
Texas,Jim Wells,221,166,208,131,157,200,29,2294
Texas,Johnson,221,61,131,201,61,74,104,2299
Texas,Jones,221,131,121,80,203,132,46,2301
Texas,Karnes,221,36,104,188,193,189,59,2307
Texas,Kaufman,221,100,97,113,58,117,86,2314
Texas,Kendall,221,8,7,4,13,4,145,2319
Texas,Kenedy,221,NR,NR,NR,NR,NR,NR,2330
Texas,Kent,221,NR,NR,NR,NR,NR,NR,2335
Texas,Kerr,221,106,153,23,11,56,38,2337
Texas,Kimble,221,77,77,44,111,137,154,2339
Texas,King,221,NR,NR,NR,NR,NR,NR,2342
Texas,Kinney,221,108,121,79,144,133,1,2347
Texas,Kleberg,221,98,103,15,154,180,100,2358
Texas,Knox,221,108,187,68,194,96,185,2364
Texas,Lamar,221,164,173,167,53,166,184,2371
Texas,Lamb,221,81,189,32,182,163,137,2376
Texas,Lampasas,221,101,14,43,178,67,142,2381
Texas,La Salle,221,60,65,119,79,194,61,2388
Texas,Lavaca,221,38,10,63,82,23,70,2392
Texas,Lee,221,21,69,26,121,73,138,2398
Texas,Leon,221,200,36,59,188,84,112,2402
Texas,Liberty,221,202,186,220,156,159,175,2404
Texas,Limestone,221,207,80,158,122,140,52,2408
Texas,Lipscomb,221,NR,NR,NR,NR,NR,NR,2412
Texas,Live Oak,221,27,140,82,153,83,161,2416
Texas,Llano,221,88,24,12,32,53,109,2421
Texas,Loving,221,NR,NR,NR,NR,NR,NR,2424
Texas,Lubbock,221,89,183,101,31,124,77,2428
Texas,Lynn,221,148,105,126,129,103,61,2438
Texas,McCulloch,221,107,58,33,124,142,151,2452
Texas,McLennan,221,130,91,218,7,165,91,2477
Texas,McMullen,221,NR,NR,NR,NR,NR,NR,2494
Texas,Madison,221,133,137,178,175,153,55,2526
Texas,Marion,221,218,221,193,143,188,202,2547
Texas,Martin,221,186,32,71,151,49,61,2564
Texas,Mason,221,NR,NR,NR,NR,NR,NR,2570
Texas,Matagorda,221,97,162,174,66,211,205,2637
Texas,Maverick,221,12,168,28,221,219,32,2649
Texas,Medina,221,30,132,125,96,106,122,2652
Texas,Menard,221,NR,NR,NR,NR,NR,NR,2655
Texas,Midland,221,28,38,83,28,30,88,2657
Texas,Milam,221,180,114,180,90,147,166,2659
Texas,Mills,221,23,112,13,63,50,201,2663
Texas,Mitchell,221,68,120,184,195,131,149,2666
Texas,Montague,221,196,109,69,183,42,111,2669
Texas,Montgomery,221,48,90,9,29,35,219,2682
Texas,Moore,221,54,50,199,152,43,45,2683
Texas,Morris,221,215,212,203,103,190,51,2688
Texas,Motley,221,NR,NR,NR,NR,NR,NR,2692
Texas,Nacogdoches,221,158,193,202,127,104,162,2701
Texas,Navarro,221,199,148,170,78,167,169,2706
Texas,Newton,221,217,195,133,102,198,176,2711
Texas,Nolan,221,213,160,132,155,169,190,2714
Texas,Nueces,221,83,163,144,19,176,120,2194
Texas,Ochiltree,221,35,12,51,214,10,39,2204
Texas,Oldham,221,NR,NR,NR,NR,NR,NR,2210
Texas,Orange,221,204,207,219,55,182,164,2214
Texas,Palo Pinto,221,188,44,171,69,97,108,2220
Texas,Panola,221,209,147,187,101,64,94,2227
Texas,Parker,221,56,54,165,46,20,200,2229
Texas,Parmer,221,32,23,20,209,40,9,2235
Texas,Pecos,221,93,29,49,179,122,103,2239
Texas,Polk,221,221,200,216,74,184,118,2243
Texas,Potter,221,182,203,221,1,202,116,2247
Texas,Presidio,221,108,161,19,186,212,130,2261
Texas,Rains,221,55,170,87,177,94,127,2268
Texas,Randall,221,22,57,18,2,19,96,2274
Texas,Reagan,221,NR,NR,NR,NR,NR,NR,2280
Texas,Real,221,153,112,62,160,81,210,2283
Texas,Red River,221,208,214,147,205,183,179,2295
Texas,Reeves,221,198,107,100,199,213,87,2308
Texas,Refugio,221,99,27,78,70,92,101,2334
Texas,Roberts,221,NR,NR,NR,NR,NR,NR,2348
Texas,Robertson,221,211,159,210,198,179,97,2353
Texas,Rockwall,221,10,6,7,22,2,107,2355
Texas,Runnels,221,187,176,73,44,120,89,2361
Texas,Rusk,221,181,145,198,84,127,174,2367
Texas,Sabine,221,219,111,86,149,201,128,2370
Texas,San Augustine,221,214,206,181,170,186,123,2380
Texas,San Jacinto,221,193,127,102,201,173,125,2387
Texas,San Patricio,221,45,180,106,87,145,19,2415
Texas,San Saba,221,33,51,41,171,116,195,2435
Texas,Schleicher,221,NR,NR,NR,NR,NR,NR,2437
Texas,Scurry,221,141,142,37,47,151,153,2443
Texas,Shackelford,221,NR,NR,NR,NR,NR,NR,2445
Texas,Shelby,221,203,182,169,200,155,25,2448
Texas,Sherman,221,NR,NR,NR,NR,NR,NR,2453
Texas,Smith,221,70,87,112,5,125,194,2465
Texas,Somervell,221,78,22,36,9,16,147,2470
Texas,Starr,221,29,164,54,208,221,57,2474
Texas,Stephens,221,157,33,89,106,65,54,2480
Texas,Sterling,221,NR,NR,NR,NR,NR,NR,2481
Texas,Stonewall,221,NR,NR,NR,NR,NR,NR,2486
Texas,Sutton,221,82,37,97,173,18,15,2490
Texas,Swisher,221,26,219,128,57,112,39,2495
Texas,Tarrant,221,41,53,39,33,88,214,2500
Texas,Taylor,221,134,196,146,17,100,73,2508
Texas,Terrell,221,NR,NR,NR,NR,NR,NR,2518
Texas,Terry,221,46,209,159,169,144,39,2522
Texas,Throckmorton,221,NR,NR,NR,NR,NR,NR,2525
Texas,Titus,221,80,9,156,148,110,197,2531
Texas,Tom Green,221,69,63,81,20,87,141,2536
Texas,Travis,221,7,18,2,15,32,181,2543
Texas,Trinity,221,220,220,143,176,199,196,2553
Texas,Tyler,221,190,117,17,92,164,92,2560
Texas,Upshur,221,194,123,155,116,91,129,2566
Texas,Upton,221,NR,NR,NR,NR,NR,NR,2572
Texas,Uvalde,221,76,135,77,80,206,105,2576
Texas,Val Verde,221,18,118,42,118,193,170,2582
Texas,Van Zandt,221,162,92,96,142,58,18,2586
Texas,Victoria,221,92,76,189,37,150,189,2595
Texas,Walker,221,90,96,196,115,130,121,2603
Texas,Waller,221,146,62,204,123,126,215,2606
Texas,Ward,221,142,150,145,42,63,167,2610
Texas,Washington,221,84,88,190,39,60,183,2613
Texas,Webb,221,16,106,191,220,210,23,2616
Texas,Wharton,221,103,64,208,73,101,212,2618
Texas,Wheeler,221,216,119,129,192,11,75,2623
Texas,Wichita,221,177,78,88,4,105,47,2632
Texas,Wilbarger,221,160,126,140,104,134,150,2634
Texas,Willacy,221,25,56,137,150,220,39,2639
Texas,Williamson,221,2,3,6,6,5,193,2640
Texas,Wilson,221,39,70,138,77,36,26,2641
Texas,Winkler,221,212,192,109,166,85,1,2642
Texas,Wise,221,91,41,197,76,34,207,2643
Texas,Wood,221,128,174,114,139,95,34,2644
Texas,Yoakum,221,102,187,117,207,37,10,2645
Texas,Young,221,185,199,57,71,44,80,2646
Texas,Zapata,221,40,13,123,215,205,39,2650
Texas,Zavala,221,124,52,176,110,218,10,2651
Utah,Beaver,25,22,2,12,25,8,11,2653
Utah,Box Elder,25,7,8,16,6,7,20,2658
Utah,Cache,25,1,3,5,7,3,23,2661
Utah,Carbon,25,21,25,20,9,23,5,2665
Utah,Daggett,25,NR,NR,NR,NR,NR,NR,2668
Utah,Davis,25,4,7,6,1,5,21,2671
Utah,Duchesne,25,25,23,24,14,17,8,2672
Utah,Emery,25,17,19,21,10,10,3,2673
Utah,Garfield,25,11,21,13,23,22,24,2674
Utah,Grand,25,15,9,22,3,24,13,2675
Utah,Iron,25,14,11,8,13,18,10,2676
Utah,Juab,25,23,15,17,12,13,15,2677
Utah,Kane,25,19,18,9,20,9,22,2678
Utah,Millard,25,18,14,11,11,11,16,2680
Utah,Morgan,25,3,1,2,17,2,1,2681
Utah,Piute,25,NR,NR,NR,NR,NR,NR,2685
Utah,Rich,25,NR,NR,NR,NR,NR,NR,2687
Utah,Salt Lake,25,8,13,14,2,12,25,2690
Utah,San Juan,25,16,5,15,24,25,7,2694
Utah,Sanpete,25,12,22,10,21,14,9,2697
Utah,Sevier,25,20,24,18,19,21,6,2702
Utah,Summit,25,2,12,1,5,1,2,2703
Utah,Tooele,25,13,16,23,16,16,19,2707
Utah,Uintah,25,24,20,25,22,19,14,2539
Utah,Utah,25,5,6,3,8,4,12,2555
Utah,Wasatch,25,6,4,4,15,6,3,2567
Utah,Washington,25,9,10,7,18,15,17,2577
Utah,Wayne,25,NR,NR,NR,NR,NR,NR,2580
Utah,Weber,25,10,17,19,4,20,18,2587
Vermont,Addison,14,3,1,2,2,2,8,2590
Vermont,Bennington,14,9,9,6,11,10,14,2591
Vermont,Caledonia,14,4,13,11,4,12,5,2596
Vermont,Chittenden,14,1,2,1,1,1,3,2599
Vermont,Essex,14,14,14,14,13,13,12,2604
Vermont,Franklin,14,8,10,13,8,11,9,2607
Vermont,Grand Isle,14,7,3,8,14,6,10,2609
Vermont,Lamoille,14,2,12,7,7,7,7,2611
Vermont,Orange,14,13,7,9,10,4,4,2612
Vermont,Orleans,14,10,6,12,12,14,13,2614
Vermont,Rutland,14,11,11,10,9,8,11,2615
Vermont,Washington,14,5,4,4,3,3,1,2617
Vermont,Windham,14,6,5,5,6,9,6,2620
Vermont,Windsor,14,12,8,3,5,5,2,2625
Virginia,Accomack,132,101,94,115,107,106,64,2719
Virginia,Albemarle,132,5,4,5,4,12,70,2728
Virginia,Alleghany,132,88,70,39,125,63,59,2733
Virginia,Amelia,132,100,92,122,56,55,53,2741
Virginia,Amherst,132,53,75,51,91,43,73,2746
Virginia,Appomattox,132,55,26,93,112,73,57,2749
Virginia,Arlington,132,2,3,1,65,6,130,2753
Virginia,Augusta,132,48,23,20,27,30,28,2758
Virginia,Bath,132,75,71,73,128,46,121,2763
Virginia,Bedford County,132,28,64,38,57,26,51,2769
Virginia,Bland,132,93,67,68,117,61,31,2772
Virginia,Botetourt,132,45,37,12,43,17,50,2776
Virginia,Brunswick,132,86,113,99,122,122,79,2777
Virginia,Buchanan,132,130,132,128,132,110,43,2784
Virginia,Buckingham,132,91,115,95,113,87,76,2785
Virginia,Campbell,132,34,56,70,77,58,48,2788
Virginia,Caroline,132,69,41,101,69,57,117,2793
Virginia,Carroll,132,71,98,130,85,90,36,2797
Virginia,Charles City,132,84,99,124,61,70,96,2806
Virginia,Charlotte,132,103,86,81,105,94,63,2810
Virginia,Chesterfield,132,14,39,28,7,18,85,2816
Virginia,Clarke,132,19,49,35,39,15,83,2819
Virginia,Craig,132,21,29,50,111,33,1,2820
Virginia,Culpeper,132,54,58,66,76,49,108,2824
Virginia,Cumberland,132,32,111,94,99,79,1,2827
Virginia,Dickenson,132,116,131,69,130,105,37,2832
Virginia,Dinwiddie,132,83,97,129,79,60,78,2838
Virginia,Essex,132,117,93,107,74,67,86,2842
Virginia,Fairfax County,132,1,2,2,15,2,132,2849
Virginia,Fauquier,132,22,32,14,44,14,110,2853
Virginia,Floyd,132,29,24,48,110,51,75,2856
Virginia,Fluvanna,132,25,17,26,16,16,26,2858
Virginia,Franklin County,132,51,72,76,75,59,77,2862
Virginia,Frederick,132,36,12,46,38,37,52,2868
Virginia,Giles,132,99,81,17,96,66,29,2873
Virginia,Gloucester,132,64,55,42,94,54,82,2887
Virginia,Goochland,132,40,9,22,29,31,93,2892
Virginia,Grayson,132,107,66,32,92,101,72,2896
Virginia,Greene,132,38,34,67,88,27,49,2899
Virginia,Greensville,132,47,120,75,82,89,31,2902
Virginia,Halifax,132,114,122,117,60,116,84,2904
Virginia,Hanover,132,13,25,23,11,9,100,2909
Virginia,Henrico,132,31,59,19,12,36,120,2915
Virginia,Henry,132,104,124,96,126,127,9,2918
Virginia,Highland,132,NR,NR,NR,NR,NR,NR,2920
Virginia,Isle of Wight,132,50,31,72,101,34,41,2925
Virginia,James City,132,11,21,8,6,7,23,2930
Virginia,King and Queen,132,78,109,97,80,85,18,2936
Virginia,King George,132,37,27,74,81,35,81,2938
Virginia,King William,132,44,30,55,35,28,68,2943
Virginia,Lancaster,132,95,96,78,72,78,67,2948
Virginia,Lee,132,122,129,120,131,115,58,2950
Virginia,Loudoun,132,3,5,3,3,1,128,2952
Virginia,Louisa,132,81,76,110,89,47,8,2953
Virginia,Lunenburg,132,89,102,105,93,112,80,2954
Virginia,Madison,132,33,50,71,62,32,124,2955
Virginia,Mathews,132,49,8,61,114,25,106,2962
Virginia,Mecklenburg,132,106,105,111,78,119,89,2964
Virginia,Middlesex,132,58,52,43,102,62,65,2965
Virginia,Montgomery,132,39,44,10,127,29,30,2966
Virginia,Nelson,132,82,28,40,50,41,102,2968
Virginia,New Kent,132,27,19,58,34,21,21,2971
Virginia,Northampton,132,108,83,103,22,117,107,2982
Virginia,Northumberland,132,76,117,89,108,82,56,2983
Virginia,Nottoway,132,70,121,88,47,111,94,2984
Virginia,Orange,132,46,61,56,24,44,103,2985
Virginia,Page,132,26,73,80,115,103,90,2986
Virginia,Patrick,132,57,78,57,103,96,66,2987
Virginia,Pittsylvania,132,68,87,108,100,98,60,2988
Virginia,Powhatan,132,7,14,45,95,10,34,2989
Virginia,Prince Edward,132,94,116,121,97,84,74,2990
Virginia,Prince George,132,20,38,87,121,42,19,2991
Virginia,Prince William,132,9,35,59,64,22,88,2992
Virginia,Pulaski,132,102,123,91,87,99,40,2993
Virginia,Rappahannock,132,52,33,29,118,20,97,2994
Virginia,Richmond County,132,123,128,37,116,77,101,2995
Virginia,Roanoke County,132,12,63,7,8,11,35,2996
Virginia,Rockbridge,132,62,74,25,36,45,25,2997
Virginia,Rockingham,132,15,36,13,86,24,20,2998
Virginia,Russell,132,121,130,54,129,93,24,2999
Virginia,Scott,132,87,88,90,90,95,119,2585
Virginia,Shenandoah,132,30,18,47,68,48,55,2594
Virginia,Smyth,132,111,108,92,53,100,6,2600
Virginia,Southampton,132,96,82,100,106,80,54,2608
Virginia,Spotsylvania,132,23,15,79,41,19,95,2619
Virginia,Stafford,132,8,42,41,59,8,125,2629
Virginia,Surry,132,24,110,104,55,74,15,2636
Virginia,Sussex,132,98,119,116,83,109,33,2647
Virginia,Tazewell,132,126,127,84,124,91,42,2656
Virginia,Warren,132,61,53,127,45,50,39,2662
Virginia,Washington,132,80,84,49,84,64,69,2667
Virginia,Westmoreland,132,105,95,114,119,88,92,2684
Virginia,Wise,132,112,125,126,123,92,17,2695
Virginia,Wythe,132,92,114,85,66,76,62,2699
Virginia,York,132,4,10,9,23,3,22,2709
Virginia,Alexandria,132,10,11,6,73,23,127,2712
Virginia,Bedford City,132,74,40,86,10,97,105,2713
Virginia,Bristol,132,110,47,18,19,121,99,2716
Virginia,Buena Vista,132,66,16,30,28,83,13,2720
Virginia,Charlottesville,132,43,57,11,5,75,115,2722
Virginia,Chesapeake,132,35,43,27,42,40,4,2724
Virginia,Colonial Heights,132,42,91,33,52,52,11,2727
Virginia,Covington,132,79,54,64,98,113,14,2729
Virginia,Danville,132,124,103,102,40,132,27,2732
Virginia,Emporia,132,131,126,109,49,128,87,2736
Virginia,Fairfax City,132,90,1,4,71,5,131,2737
Virginia,Falls Church,132,65,46,36,1,13,126,2740
Virginia,Franklin City,132,127,100,119,31,123,10,2744
Virginia,Fredericksburg,132,109,104,52,25,108,129,2745
Virginia,Galax,132,85,51,53,14,118,12,2747
Virginia,Hampton,132,63,62,118,67,81,112,2751
Virginia,Harrisonburg,132,60,6,16,120,56,45,2755
Virginia,Hopewell,132,115,112,131,46,124,16,2756
Virginia,Lexington,132,NR,NR,NR,NR,NR,NR,2760
Virginia,Lynchburg,132,67,60,83,18,114,104,2762
Virginia,Manassas,132,16,7,31,48,69,118,2765
Virginia,Manassas Park,132,6,20,62,104,53,114,2768
Virginia,Martinsville,132,119,79,98,20,129,71,2771
Virginia,Newport News,132,77,90,123,33,107,7,2775
Virginia,Norfolk,132,113,85,106,70,125,46,2778
Virginia,Norton,132,120,80,60,17,104,47,2780
Virginia,Petersburg,132,132,118,132,58,131,109,2782
Virginia,Poquoson,132,18,13,24,30,4,5,2791
Virginia,Portsmouth,132,118,101,113,26,120,38,2795
Virginia,Radford,132,73,106,15,109,68,44,2799
Virginia,Richmond City,132,128,107,112,21,130,123,2802
Virginia,Roanoke City,132,125,89,125,37,126,122,2805
Virginia,Salem,132,41,48,63,9,39,116,2809
Virginia,Staunton,132,59,22,44,13,71,91,2812
Virginia,Suffolk,132,72,69,82,54,65,113,2815
Virginia,Virginia Beach,132,17,45,21,51,38,61,2826
Virginia,Waynesboro,132,97,77,65,32,86,3,2831
Virginia,Williamsburg,132,129,68,34,63,102,111,2835
Virginia,Winchester,132,56,65,77,2,72,98,2837
Washington,Adams,39,17,28,31,30,31,32,2840
Washington,Asotin,39,31,39,25,20,20,26,2845
Washington,Benton,39,9,19,19,15,10,4,2847
Washington,Chelan,39,5,12,4,6,19,21,2852
Washington,Clallam,39,25,5,15,10,25,13,2861
Washington,Clark,39,11,7,16,11,14,34,2865
Washington,Columbia,39,21,18,9,25,16,12,2869
Washington,Cowlitz,39,32,33,38,2,37,16,2871
Washington,Douglas,39,12,2,13,17,17,10,2877
Washington,Ferry,39,39,38,36,38,36,35,2880
Washington,Franklin,39,8,23,12,26,34,17,2884
Washington,Garfield,39,21,9,18,33,9,1,2886
Washington,Grant,39,28,27,30,31,27,7,2889
Washington,Grays Harbor,39,34,31,39,32,35,31,2894
Washington,Island,39,4,6,10,19,6,24,2898
Washington,Jefferson,39,24,4,3,18,5,39,2905
Washington,King,39,3,10,2,1,3,36,2913
Washington,Kitsap,39,10,20,21,13,12,20,2927
Washington,Kittitas,39,13,3,8,14,11,14,2932
Washington,Klickitat,39,18,21,11,23,29,19,2935
Washington,Lewis,39,30,25,35,22,32,6,2940
Washington,Lincoln,39,27,22,24,36,4,11,2942
Washington,Mason,39,35,37,37,28,23,23,2946
Washington,Okanogan,39,38,36,27,21,38,25,2947
Washington,Pacific,39,36,15,33,37,30,29,2949
Washington,Pend Oreille,39,29,32,32,27,33,2,2951
Washington,Pierce,39,20,30,29,12,26,30,2956
Washington,San Juan,39,2,1,1,16,2,38,2957
Washington,Skagit,39,16,17,23,8,22,9,2958
Washington,Skamania,39,33,13,28,35,24,2,2959
Washington,Snohomish,39,7,16,17,7,7,8,2960
Washington,Spokane,39,19,29,22,5,18,27,2961
Washington,Stevens,39,37,35,34,29,28,28,2963
Washington,Thurston,39,14,14,20,4,8,18,2967
Washington,Wahkiakum,39,21,26,14,34,21,15,2969
Washington,Walla Walla,39,15,24,5,3,15,33,2970
Washington,Whatcom,39,6,8,6,9,13,22,2972
Washington,Whitman,39,1,11,7,39,1,37,2973
Washington,Yakima,39,26,34,26,24,39,5,2974
West Virginia,Barbour,55,44,41,47,10,43,3,2975
West Virginia,Berkeley,55,26,9,48,8,7,37,2976
West Virginia,Boone,55,51,50,49,20,19,5,2977
West Virginia,Braxton,55,32,15,33,49,39,13,2978
West Virginia,Brooke,55,12,18,28,12,13,55,2979
West Virginia,Cabell,55,43,43,27,1,27,53,2980
West Virginia,Calhoun,55,34,25,42,37,51,16,2981
West Virginia,Clay,55,47,37,46,30,53,30,3000
West Virginia,Doddridge,55,9,38,30,36,28,12,3002
West Virginia,Fayette,55,40,45,37,33,35,10,3006
West Virginia,Gilmer,55,49,42,41,53,4,52,3008
West Virginia,Grant,55,1,5,5,51,32,22,3011
West Virginia,Greenbrier,55,39,30,8,26,34,18,3013
West Virginia,Hampshire,55,33,4,21,41,22,31,3016
West Virginia,Hancock,55,31,8,39,47,12,49,3017
West Virginia,Hardy,55,6,17,32,35,11,7,3019
West Virginia,Harrison,55,27,28,34,5,14,33,3021
West Virginia,Jackson,55,13,35,25,38,17,41,3023
West Virginia,Jefferson,55,4,3,23,15,3,27,3026
West Virginia,Kanawha,55,37,31,24,2,18,50,3027
West Virginia,Lewis,55,35,24,7,45,33,39,3029
West Virginia,Lincoln,55,48,48,54,21,49,1,3031
West Virginia,Logan,55,53,51,53,43,46,29,3034
West Virginia,McDowell,55,55,55,50,52,55,34,3037
West Virginia,Marion,55,11,14,19,46,5,48,3039
West Virginia,Marshall,55,7,6,20,40,15,43,3041
West Virginia,Mason,55,36,40,45,29,52,32,3042
West Virginia,Mercer,55,46,49,15,18,41,40,3044
West Virginia,Mineral,55,30,27,17,32,16,7,3046
West Virginia,Mingo,55,54,54,55,54,48,44,3048
West Virginia,Monongalia,55,2,7,1,4,1,45,3050
West Virginia,Monroe,55,15,36,2,42,23,23,3052
West Virginia,Morgan,55,28,12,35,27,8,11,3054
West Virginia,Nicholas,55,29,46,40,23,29,19,3057
West Virginia,Ohio,55,14,20,29,3,6,54,3059
West Virginia,Pendleton,55,3,2,3,39,9,47,3061
West Virginia,Pleasants,55,21,19,12,24,20,2,3064
West Virginia,Pocahontas,55,50,22,31,55,45,38,3066
West Virginia,Preston,55,16,26,13,19,10,36,3068
West Virginia,Putnam,55,5,10,10,7,2,25,3070
West Virginia,Raleigh,55,38,44,16,17,26,28,3073
West Virginia,Randolph,55,22,34,11,11,38,21,3075
West Virginia,Ritchie,55,24,21,26,50,37,26,3077
West Virginia,Roane,55,45,11,44,13,54,20,3079
West Virginia,Summers,55,42,47,43,28,50,35,3080
West Virginia,Taylor,55,23,39,4,16,25,13,3082
West Virginia,Tucker,55,18,1,6,14,30,4,3084
West Virginia,Tyler,55,10,29,18,25,31,6,3085
West Virginia,Upshur,55,17,13,9,22,24,13,3087
West Virginia,Wayne,55,41,52,51,6,36,46,3089
West Virginia,Webster,55,25,33,22,44,42,7,3091
West Virginia,Wetzel,55,19,32,36,31,40,42,3093
West Virginia,Wirt,55,20,16,38,48,44,17,3095
West Virginia,Wood,55,8,23,14,9,21,51,3097
West Virginia,Wyoming,55,52,53,52,34,47,24,3099
Wisconsin,Adams,72,65,71,68,68,69,19,3101
Wisconsin,Ashland,72,63,53,13,20,65,35,3104
Wisconsin,Barron,72,44,60,64,40,46,46,3106
Wisconsin,Bayfield,72,47,38,17,67,60,50,3108
Wisconsin,Brown,72,17,48,33,13,34,64,3111
Wisconsin,Buffalo,72,11,13,35,62,28,66,3113
